,date,status,content,time,type
0,25/11/2019,ENGINE,As mensagens e chamadas dessa conversa estão protegidas com criptografia de ponta a ponta.,ENGINE,text
1,25/11/2019,ENGINE,Você está conversando com uma conta comercial. Clique para mais informações.,ENGINE,text
2,25/11/2019,received,Oi,12:15,text
3,25/11/2019,received,Tem almoço ainda,12:15,text
4,25/11/2019,viewed,Olá,12:31,text
5,25/11/2019,viewed,Hj foi tudo já,12:31,text
6,25/11/2019,viewed,https://web.whatsapp.com/img/4742377b4ae743abd4f117e58c6c829b_w_1635-64.png,12:31,image
7,27/11/2019,viewed,blob:https://web.whatsapp.com/70bda0a7-83fa-4f74-869c-11b795c7ac78,09:12,image
8,28/11/2019,viewed,blob:https://web.whatsapp.com/673af63f-d192-44a6-934c-d4158fdd2da2,09:25,image
9,29/11/2019,viewed,blob:https://web.whatsapp.com/974e1947-af80-459f-98ad-0f870aebfbcb,09:21,image
10,29/11/2019,received,Oi,11:39,text
11,29/11/2019,viewed,"Bom Dia ,informamos que os pedidos de hoje ja estão encerrados.Agradecemos muito a preferência e o sucesso de sempre!||#NaBike|#ComidaInteligente|11:39",11:39,automatic
12,29/11/2019,viewed,Uma?,11:39,text
13,29/11/2019,viewed,Uma eu ainda tenho,11:40,text
14,29/11/2019,received,Trás pra mim então,11:44,text
15,29/11/2019,viewed,Combinado,11:49,text
16,02/12/2019,viewed,blob:https://web.whatsapp.com/8fd2f5f0-0e43-45a8-ace7-330ef98d0cb6,10:20,image
17,02/12/2019,received,Oi,11:38,text
18,02/12/2019,viewed,"Bom Dia ,informamos que os pedidos de hoje ja estão encerrados.Agradecemos muito a preferência e o sucesso de sempre!||#NaBike|#ComidaInteligente|11:38",11:38,automatic
19,02/12/2019,viewed,Quantas vc precisa?,11:44,text
20,02/12/2019,received,1,11:48,text
21,02/12/2019,received,Tens,11:48,text
22,02/12/2019,viewed,Sim,11:53,text
23,02/12/2019,viewed,audio: blob:https://web.whatsapp.com/b85e5080-b670-443a-9844-d77fbbf1f6bd,11:53,audio
24,02/12/2019,received,Ok,11:53,text
25,03/12/2019,viewed,blob:https://web.whatsapp.com/11ff3350-3fd3-4133-b13c-77d7a9fccb0a,10:23,image
26,04/12/2019,viewed,blob:https://web.whatsapp.com/aa90ff11-590b-4ca5-85be-448478dbe7fc,10:34,image
27,05/12/2019,viewed,blob:https://web.whatsapp.com/6e5cc997-1f9c-4bce-b77d-49a56e1faa8f,10:44,image
28,06/12/2019,viewed,blob:https://web.whatsapp.com/0cede27d-c7d8-4725-b807-5a07a730b913,10:44,image
29,09/12/2019,viewed,blob:https://web.whatsapp.com/1cb26654-0871-419e-9189-6aa69c0031cc,10:36,image
