,date,status,content,time,type
0,18/12/2019,ENGINE,As mensagens e chamadas dessa conversa estão protegidas com criptografia de ponta a ponta.,ENGINE,text
1,18/12/2019,received,"Bom diaaa
11:38",11:38,text
2,18/12/2019,received,"Sou a Renata
11:39",11:39,text
3,18/12/2019,received,"Estou trabalhando  no salão  da Sandra  rua 264
11:39",11:39,text
4,18/12/2019,viewed,"Oi Renata
11:39",11:39,text
5,18/12/2019,received,"Vc pode trazer uma marmita pra mim?
11:39",11:39,text
6,18/12/2019,viewed,"Claro
11:39",11:39,text
7,18/12/2019,viewed,"Em seguida chego aí
11:39",11:39,text
8,18/12/2019,received,"Está bem
11:39",11:39,text
9,18/12/2019,received,"Blz
11:39",11:39,text
