,date,status,content,time,type
0,14/12/2019,ENGINE,As mensagens e chamadas dessa conversa estão protegidas com criptografia de ponta a ponta.,ENGINE,text
1,14/12/2019,received,Boa tarde td bem ?,12:37,text
2,14/12/2019,viewed,"Bom Dia ,informamos que hoje não estaremos atendendo .Agradecemos muito a preferência e o sucesso de sempre!||#NaBike|#ComidaInteligente|12:37",12:37,automatic
3,14/12/2019,received,A Jessica do Porto das águas me passou o seu contato,12:39,text
4,14/12/2019,received,Quais são os valores da marmita ?,12:39,text
5,14/12/2019,viewed,Vc tem interesse nas tradicionais ou fit?,13:03,text
6,14/12/2019,received,Na fit,13:04,text
7,14/12/2019,viewed,Vou te passar nossos cardápios e valores dos planos,13:05,text
8,14/12/2019,viewed,blob:https://web.whatsapp.com/99364779-ff05-4186-b569-c0073d30ef57,13:05,image
9,14/12/2019,viewed,blob:https://web.whatsapp.com/c3917f4d-89ad-457e-980c-111b36b26699,13:05,image
10,14/12/2019,viewed,blob:https://web.whatsapp.com/98c911f4-3842-4ed8-8e85-bd9448d7fd12,13:05,image
11,14/12/2019,viewed,blob:https://web.whatsapp.com/f8f20d88-30f4-4f40-93d4-ed6a2c2116df,13:06,image
12,14/12/2019,received,Vou querer o plano de 15,13:14,text
13,14/12/2019,received,O de R$130,13:14,text
14,14/12/2019,received,Aí pode ser 5 leg press,13:15,text
15,14/12/2019,received,5 maromba,13:15,text
16,14/12/2019,received,5 pit bull,13:15,text
17,14/12/2019,viewed,Onde seria a entrega?,13:15,text
18,14/12/2019,received,No parque aquático Porto das águas,13:16,text
19,14/12/2019,viewed,Perfeito eu tenho uma entrega para Jéssica segunda feira dai já levo as suas pode ser?,13:16,text
20,14/12/2019,received,Claro,13:16,text
21,14/12/2019,received,Você passa no cartão ?,13:17,text
22,14/12/2019,viewed,Passamos sim,13:17,text
23,14/12/2019,viewed,Qual seu nome?,13:18,text
24,14/12/2019,received,Victor hugo,13:19,text
25,14/12/2019,viewed,Valew Victor até segunda então,13:19,text
26,14/12/2019,received,Até,13:19,text
