,date,status,content,time,type
0,27/08/2019,ENGINE,As mensagens e chamadas dessa conversa estão protegidas com criptografia de ponta a ponta.,ENGINE,text
1,27/08/2019,viewed,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAASABIAAD/4QBYRXhpZgAATU0AKgAAAAgAAgESAAMAAAABAAEAAIdpAAQAAAABAAAAJgAAAAAAA6ABAAMAAAABAAEAAKACAAQAAAABAAAAQKADAAQAAAABAAAAZAAAAAD/7QA4UGhvdG9zaG9wIDMuMAA4QklNBAQAAAAAAAA4QklNBCUAAAAAABDUHYzZjwCyBOmACZjs+EJ+/8AAEQgAZABAAwEiAAIRAQMRAf/EAB8AAAEFAQEBAQEBAAAAAAAAAAABAgMEBQYHCAkKC//EALUQAAIBAwMCBAMFBQQEAAABfQECAwAEEQUSITFBBhNRYQcicRQygZGhCCNCscEVUtHwJDNicoIJChYXGBkaJSYnKCkqNDU2Nzg5OkNERUZHSElKU1RVVldYWVpjZGVmZ2hpanN0dXZ3eHl6g4SFhoeIiYqSk5SVlpeYmZqio6Slpqeoqaqys7S1tre4ubrCw8TFxsfIycrS09TV1tfY2drh4uPk5ebn6Onq8fLz9PX29/j5+v/EAB8BAAMBAQEBAQEBAQEAAAAAAAABAgMEBQYHCAkKC//EALURAAIBAgQEAwQHBQQEAAECdwABAgMRBAUhMQYSQVEHYXETIjKBCBRCkaGxwQkjM1LwFWJy0QoWJDThJfEXGBkaJicoKSo1Njc4OTpDREVGR0hJSlNUVVZXWFlaY2RlZmdoaWpzdHV2d3h5eoKDhIWGh4iJipKTlJWWl5iZmqKjpKWmp6ipqrKztLW2t7i5usLDxMXGx8jJytLT1NXW19jZ2uLj5OXm5+jp6vLz9PX29/j5+v/bAEMABgYGBgYGCgYGCg4KCgoOEg4ODg4SFxISEhISFxwXFxcXFxccHBwcHBwcHCIiIiIiIicnJycnLCwsLCwsLCwsLP/bAEMBBwcHCwoLEwoKEy4fGh8uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLv/dAAQABP/aAAwDAQACEQMRAD8Ai/Z0OLLWif8AnpB/J6+jhcxt/q9z/wC4pYfmBivnX9nC2intdZaUbgslvhT93OH5I719OTXdpaj99IkfsSB+lZyrKOlrkOM29NCgblFGZA6D1ZGA/PGKmVldQykEHuKrS+INPjbZGXlb0Rf8cf56VTiuWuJXkjgNuwXcFJx5mOo24HPoevrRCqpOzVhPnjq9Ua9FVJL20hRZJ5UjVgCC7Bev1rnr3xv4WsMie+QleuzL/wAga0sXdHWV85ftF/8AIG0n/r4k/wDQBX0BY39rqVpHe2UglhlG5WHcV8/ftFf8gbSf+viT/wBAFAz/0M/9nyxjvrbV1MpRw0OFGMsCHzjPQ9s+hr2i1u7SO2N3JYqyyncGkdgucFmjyyjLgjA4wTxnivGP2fVRrPWA4z+8gI9jh+lfRG+7tbZotPdQRkosgym4nPJGDyetTKjzapkOck9rlHd4gltXNnCLdio2rFGqYPmOrZLnngK2OM5NVtQC+GNMl8SagDvt0Lsq5b52D/KMDpl8ZJ6AV5/4o8cfErSIXL2FvAnRZov3ik9c8nj8RXmelfGHxXatJDqxj1K2lyHimUDIPUAjt7Uo4ezTkzOdWTTUV+Rx95q9zfzvM8jMZCSSTnbnsOe1FnfsV+zXA3qO5P6fSs/XJtHmvWutEV4IZcsYH5MR9Aw+8vpWYJmIwTmt53uFP4VZHr/h34gT+GIX06wjjZZHDFpdzBeMYGCOK5r4n+O28W6fZ2jxorW0zsWTIByuOhzXFRHMmDzmn+IrG4TSrfUCj+Q8rRrIwwHIGflz1A9elQjVH//Ry/gA2201f/rpB/J6+hfO56184/Ah9tpq3+/D/J69t1HU4tOspr6Y/JAjOfwGcfjWi2IkeH/F7VribXk07zWMEEKny8/LvbJJI9cYrxrODXW6202szvqM7ZuZTvbnjn+EfQcCuS2tu2YO7OMd81vVoyp25zChVhUvyiVNGoZlXpkgZrtrH4favcWI1C8dLOPIP704IXuSPX0FZknhu5kkH9lk3GWIRAPmZR3HTPFZwpSq35FexpUrQptc7tc0tE0G3k8T6dYXpMlvNKokA7gHpn0Nej/tARxw6HpEMKhESeQKqjAACDgCuf8AD9rqUAgtU0+f7WkodXckAbeg7YA75Na3x6meTRdJWT74mfcfU7Bkj8aw6HRNRveJ/9Lmvge2211X/fh/k9dn4/1WOHRnsyeZ3RWx2TcM15n8J70WdhqZ7l4sfgGq74ine+hlM2dpBOT6jmqU7NIzmr7nMPDNkl8Jg4O4gcjqKbqi20U9lqrRb4JMCRU4zJERuAOOjDB6d6oK7KgMvKjo38WPQ+uO1acSi/0W5suTJGftMQ/3OHH4rz+FeziFKpSvLfseZh+WFRJbHbS+M7jxHY3SC3S3tIxHGFb5mdmOcE44woJ4FYd7dLbW8s+mSusiqeduBgjDYOc4AziuL0eUm6S2kkKRMSTk/LuA/LnGM10b6iNQQ29ohEOPmLBd59Rx2pYHk9m6cXq7k46MlUVSS0Vj3jwR44sfFBWxumFteKoGwnPmYHO0n+Vef/HxY44rGJD0fJGcnJVq8ahkmgnWe3YxyRnIZTggj3o8Q6h9usYWnaR7gSMWZ3LAgjsDXku1metfY//T8k+H85is75F+8zx47ngN0re1HTL28idiNp2nG7qfw7VX+FWnwXsGoPIpLI0YBBKkZDehFelXOiEAmKaVfq24f+PA1aitzOW54kQzQmI9cYqoBcW7+dbuQyHAYeo610p0G/lkaK1ikdvMkG4ggfe+X867fTvAOqvCEmjjC45yxDH8MGuzEVVNRafQ5KFNwckzxSLb5i71LjP3RwTXbeHNN+2XhgddpRxn5sEAsFx74zSeLPCF94bmW52EQu3ytkEAj6VteEJ5muxO1rNM00sLEQcgqr5YHHTJUEA+lLD1vZNy8i8RT9okvM9Im+FVjC7TWDByTnZMMg/iOleJ/EbQrfRvLVLdreUSbWXO5CCucjP+NfZ0c1qx2iRN3dcjI+or50+PCgWluR/z9Ef+QVrkl3OpI//U5r4IW32iz1Ujqrw/yevYLi0DqyEdRivL/gEM2mr/AO/B/J693u1t7aB7qRc7BnHqew/E1pHYiW55npVtfRaj5bupjtgAwQcM5OR154XFenRRjaDiobDTUt7dTKoMrEu59Xbk/wCFagTFNK2iEeW/E+J7nQksbdN8ryBgPQKOTzTvA2k3ekaLFd2KljcJidQfmV1Y8gd+OK6nVtA1DUr0PHMqwMAroe4H4GursrOCxt0trddqIMAVLu3Z7DXcg0+D7TaA6hEHbOAZEGSMdfx9+a+efjpbwwWlv5KBB9rIwOn+qU9OlfTor5n+O5zY25/6fXH5QrQ1ZWK6n//Vy/gB/wAemr/78H8nr3PUAJLmzt2+40pYj1KKWH6814Z8AP8Aj01f/fg/k9e6Xv8Ax/2P++//AKAa0WxD3NhRmnACmpT6oBwqZaiFSr1oGPr5l+On/IOt/wDr/k/9FJX03XzJ8dP+Qbb/APX/ACf+ikqZbAj/2Q==",23:53,image
2,27/08/2019,received,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",23:53,image
3,27/08/2019,viewed,Bom Dia informamos que os pedidos de hoje estão encerrados agradecemos a todos pela preferência .||#NaBike|#ComidaInteligente|23:53,23:53,automatic
4,27/08/2019,viewed,"Te amo meu mano
23:54",23:54,text
5,27/08/2019,received,"Também te amo meu irmão
23:54",23:54,text
6,27/08/2019,viewed,"Rumo ao tetra
23:54",23:54,text
7,27/08/2019,viewed,"Aprendi contigo isso tudo
23:54",23:54,text
8,27/08/2019,received,"Espero que vc esteja em paz sempre ! Rumo ao tetra !
23:54",23:54,text
9,27/08/2019,received,"É nós!
23:54",23:54,text
