,date,status,content,time,type
0,06/05/2019,ENGINE,As mensagens e chamadas dessa conversa estão protegidas com criptografia de ponta a ponta.,ENGINE,text
1,06/05/2019,received,"Olá, gostaria de conhecer seus planos.
09:46",09:46,text
2,06/05/2019,viewed,"Oi bom dia
09:47",09:47,text
3,06/05/2019,viewed,"Os planos de marmitas Fit?
09:48",09:48,text
4,06/05/2019,viewed,"Vou te enviar nosso cardápio e valores
09:49",09:49,text
5,06/05/2019,received,"Isso mesmo
09:49",09:49,text
6,06/05/2019,received,"Obrigada!
09:49",09:49,text
7,06/05/2019,viewed,"Os cardápios podem ser alterados conforme teu gosto e objetivo
09:49",09:49,text
8,06/05/2019,viewed,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAASABIAAD/4QBYRXhpZgAATU0AKgAAAAgAAgESAAMAAAABAAEAAIdpAAQAAAABAAAAJgAAAAAAA6ABAAMAAAABAAEAAKACAAQAAAABAAAATaADAAQAAAABAAAAZAAAAAD/7QA4UGhvdG9zaG9wIDMuMAA4QklNBAQAAAAAAAA4QklNBCUAAAAAABDUHYzZjwCyBOmACZjs+EJ+/8AAEQgAZABNAwEiAAIRAQMRAf/EAB8AAAEFAQEBAQEBAAAAAAAAAAABAgMEBQYHCAkKC//EALUQAAIBAwMCBAMFBQQEAAABfQECAwAEEQUSITFBBhNRYQcicRQygZGhCCNCscEVUtHwJDNicoIJChYXGBkaJSYnKCkqNDU2Nzg5OkNERUZHSElKU1RVVldYWVpjZGVmZ2hpanN0dXZ3eHl6g4SFhoeIiYqSk5SVlpeYmZqio6Slpqeoqaqys7S1tre4ubrCw8TFxsfIycrS09TV1tfY2drh4uPk5ebn6Onq8fLz9PX29/j5+v/EAB8BAAMBAQEBAQEBAQEAAAAAAAABAgMEBQYHCAkKC//EALURAAIBAgQEAwQHBQQEAAECdwABAgMRBAUhMQYSQVEHYXETIjKBCBRCkaGxwQkjM1LwFWJy0QoWJDThJfEXGBkaJicoKSo1Njc4OTpDREVGR0hJSlNUVVZXWFlaY2RlZmdoaWpzdHV2d3h5eoKDhIWGh4iJipKTlJWWl5iZmqKjpKWmp6ipqrKztLW2t7i5usLDxMXGx8jJytLT1NXW19jZ2uLj5OXm5+jp6vLz9PX29/j5+v/bAEMABgYGBgYGCgYGCg4KCgoOEg4ODg4SFxISEhISFxwXFxcXFxccHBwcHBwcHCIiIiIiIicnJycnLCwsLCwsLCwsLP/bAEMBBwcHCwoLEwoKEy4fGh8uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLv/dAAQABf/aAAwDAQACEQMRAD8Ab8TotGudDW9liVp8+THJwJC47Y6kevavFo/9A083DZaVl2Rgfqf89h71N4i8Rz6xfrc3TvJErbIgeoTPzN7cdKs2OvQWst2xjBilg8qPplcnkgn0Fc9Jzp0faWvLsazUZzUL6dztNI0qX/hHlcTbWhRdoXG7jDSdfdv0r134bzte6ms8jFnQOrMQBuJUHPv14ry22d7vSnKozo7Epj5SzEbV5H8I6noK9P8AhWu242Op3AEZH3checH65rwqbn7aEu71PdrQh7Ga6pKx7cbleSiO6jgso449Ocn8AanWRGUMpBDDI+lVIpWgjWF43LIMDaMg46HPQZ96p3Omy3ESFXEciJJtPXDPj81xkGvo7voeCoq9noa5dFG5iAPUmlyM4zzXOXGn3whUvIGWLB2qTkhQQMcHBwfT8fSqGljmh+aXYiEACJue4GRg4GPqcVLnbdFqimtGddRWPp5umupjOzleqgghcEnGARxgcdTWxVp3MpR5XY//0PHtL0ZdSmVGR2WP/WBDgkf7J6fJxn6+9S6v4P1HSoxLCwu0I+fyx8wz0+XJyCO4/GvQbDSo7ZBLaRyW6yyEfeOQT3GR2Ayf8BW1d6fc2MK3MEbRraOvyMT1k+Qnnp6jPHPtXkzxs/aXjt2PZjgaapqM3r3PGrPxNqtpDDbRSAQxOCUx971yeuee9fQfwz1+C712z0+2XzFaKY7weEUDIDehPvXkuv8AhWO7vb2XTZEEiM8srl1IBwSynBwOenHNa3wXguLb4iQwXKbXW3mPGCMFQQQR611xp06jVRKzRwTlUp3he6Z9DfaPFH2gbNasmj8z5gwUEDfyoG3qFBGc89afM/i153Flq9mQzttVwqlRvYhcbCThcDPfrWXJq+prdvGNJ1DaJCd42kcsw/54k44/UVsaTNqOo3sazWl3ZI2ZPMZl4OOmDEO+eMj1rrOU6Pw9D4ghtn/4SC5iuZGKmNohgBdoznCr/Fk10FZ9nYvaOWa5mnBGNshUge4wo5rQoAKKKKAP/9HJW6Mby3UbhkjUyqqg7FGD8wDE4PGODyK1Dqs+uXTQuMTG3dYnyQoAwSZE6AlTkdj9eK86i16EQSJp0JDuPMZMnP7sgjOBgqAMt65rZ1mW8uFLib7HdPGuY42wkqvjCp/s8HB6k46ivM+r62me3icWm70dP6/U3baxkjlFpMkcq3DCVHV1E0qNgFTtDZA7A9f1Ps/gjQrWwufPFssUytMNwUAFc4GOBjiuc8N6X9iuLcTRPkQJGQpUoJAME885x6cV6XpJMGoG3V2kUgk8cIQB1PTmrjUl7Rdjz6zi4rlZyTeK9EjkkiF66spJwUn7uV6buhwen1HFWIvEGlmSSSK9d0gKmRWEu5VeQxjADYzuIH61euXsy0yyPblkDAb2tjgqSQORkYwcZ6YpAUgMkkDQbAdzCNrfABcABsj+8Ppn3r0DkOl0+Ow1SzS8tXn8ty2CzuG+Vip756irv9mW5XazysMgjMjZBGe+feueS+ktQFjuI1iI3RgywqrZOOPYnPPrVv8A4SSIKzN9nGOn+kx89Pf0OaANZdMt1cSB5cgY5kf/ABrRrFttTubtv3NujoDtdkmRtpOD29jmtqgD/9Lw7VtH1LQJRDqC/JIWEbj7r7Tg49PpXQ+HtV0RZLKLUBNC1u/E6MHGO2UbOAue31xmvebax0rxPpjWd9GGaImZNwHymTIOM+jbga8W8RfDjU9MuI309P3UqkhXPKlRyM9MntWDqqylPbudf1eTbUN+x9HaV/Zsrq9nOs0CEFGRlbk/xNjJB478V3djLClzGsa8zA5cdyo71+f+n6xeafIfs0rxkkbgpxnacgMOjYPY17n8MPF+u+IfHtrBqF1vgS3m2wqNqgqvXHrXRGEUro45czep6TqPhfw9d3Ez3kEeZt6n5po8hiwOQFI53Hn34qf/AIRvRoFuLaGFXjuk2SDfMW2eYZRj5e5H9KZqul6ldzzy2mv3FqheVhHslOMmUADnsXXGP7opk2ga6Rv/AOEkuFxuYhUkPDgBe/8ADSGaUfh/wxfpBBfrIHt4vs6BDKMAszbckD169ajj8G+ArtRb7JT5rqdrGQEkFdvUew/Pmuw8Mv5OmR2k149/KrNmZlcFtxZh97PQcdf6V0tAGNo2g6doMcsWnKyrM/mPuYt82AvfpwBWzRRQB//TgjS60zUYrvS5ZLjdukww2h1bk5HdgRhl4PAIr0GPxRp93p73MxWIRxtJKsg5G0ZyucA/zFcpe2zwxOkLtJHFtkjmYfeV2wSMHggcEjBOa5WGOKF2dguwg7gecivBnmCw8uVq/oe64QxCvB6rr1PE9c1BNU1i51CCPyhPIWC+i9vxr1v4IRg+PbWVuGW1mX6nH+FeX6tYw2ms3ENuPkD5UemRnH4V698EbKV/Gkd8QRFFDLGp7FmXn9K9xzSV31PIjSlNtLpr9x9A/wBoXTawLAabc+S8ksbSiSUKo/eDOMYwQqkc4G7isRNY1h5PJutBuIjtjUlZpmyG8kdQpyQHOf8AdPvXcNb615zookKfPtb7QoGG4HHlkgjqPSlmsdWxiF5QeBnzxnjIB5QjngkAD61RiP02xg1LTbe+u4ZreWaJWeIySAoT8205IPBJ6itGHR7OCdbiMy715GZHI546E4NV7b+14Uw0PmEYGXmBJxn0UYq3bz6m8oW5tkjQ/wAQl3EfhtFAGjRRRQB//9TynRfHWraLp0mnOgvIDGVjEhOUJ9fUe1VZPGLXKYityH9GfcoP0wCfxNZWvaTceH9VbT5zuHBR/wC8p6Vnqqee6uAFT7zDv/8ArrlpUaFRKpGK11OiXtKEnC9i/ZrDdma8u5iSsi78cswYncwr6M+FesaTdeI4dM0j5YoIZBtIwxOB8x/lXy358bE7U2DsV449+xr2L4HsW8ewHAP+jzcj/dHUVpVw8akozb+EdLEypwlTS+I+xLy/NraC5VQSSAFJI6/QGsttduESNmt1JbOcMce3O386vXaXT6eFtEV5M9HAIxz6kCs1otYCgC1hbHONidf++62Od7ko16UsVEGSP9o8jOP7tWBql90azbdkDjdj3529Ky2j15ZUMVlAVY/MSqAoAen3ufWtyG51MKFuLUFh1ZXGDz2HXpQIdaXtxcSmOWBoxgncQwH05Ufzq/G/mIHxjNNheSSPdLGY2/ukg/qKbbf6lfx/nQPof//V9h1b4UeDNbuheahbyvIFC8SuBgewNZx+Cfw/IKm0lIJyf3z8/rXrNFZ0oqMUoqyNKs5Sk3J3OLtfh/4Ws0eOG1+STA2sxKgAYwAenFT6V4G8L6LfJqenWaxXUYYCUZ3EP1B9fxrraKdlcm+gUUUVZIUUUUAFFFFAH//Z",09:49,image
9,06/05/2019,viewed,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAASABIAAD/4QBYRXhpZgAATU0AKgAAAAgAAgESAAMAAAABAAEAAIdpAAQAAAABAAAAJgAAAAAAA6ABAAMAAAABAAEAAKACAAQAAAABAAAATaADAAQAAAABAAAAZAAAAAD/7QA4UGhvdG9zaG9wIDMuMAA4QklNBAQAAAAAAAA4QklNBCUAAAAAABDUHYzZjwCyBOmACZjs+EJ+/8AAEQgAZABNAwEiAAIRAQMRAf/EAB8AAAEFAQEBAQEBAAAAAAAAAAABAgMEBQYHCAkKC//EALUQAAIBAwMCBAMFBQQEAAABfQECAwAEEQUSITFBBhNRYQcicRQygZGhCCNCscEVUtHwJDNicoIJChYXGBkaJSYnKCkqNDU2Nzg5OkNERUZHSElKU1RVVldYWVpjZGVmZ2hpanN0dXZ3eHl6g4SFhoeIiYqSk5SVlpeYmZqio6Slpqeoqaqys7S1tre4ubrCw8TFxsfIycrS09TV1tfY2drh4uPk5ebn6Onq8fLz9PX29/j5+v/EAB8BAAMBAQEBAQEBAQEAAAAAAAABAgMEBQYHCAkKC//EALURAAIBAgQEAwQHBQQEAAECdwABAgMRBAUhMQYSQVEHYXETIjKBCBRCkaGxwQkjM1LwFWJy0QoWJDThJfEXGBkaJicoKSo1Njc4OTpDREVGR0hJSlNUVVZXWFlaY2RlZmdoaWpzdHV2d3h5eoKDhIWGh4iJipKTlJWWl5iZmqKjpKWmp6ipqrKztLW2t7i5usLDxMXGx8jJytLT1NXW19jZ2uLj5OXm5+jp6vLz9PX29/j5+v/bAEMABgYGBgYGCgYGCg4KCgoOEg4ODg4SFxISEhISFxwXFxcXFxccHBwcHBwcHCIiIiIiIicnJycnLCwsLCwsLCwsLP/bAEMBBwcHCwoLEwoKEy4fGh8uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLv/dAAQABf/aAAwDAQACEQMRAD8A+hScAMpA+tfLvxpvdOutcsba3cPcQ7g+OdoJGBXnE3jvxXIMXOoyYHZcD+QFc39vMt39olY+YW3GRss271Oa4aGDcZKUnsdM6yaaieoeLvEF9aSC2jfCsu0/TGK7z4FXgi8QajpzuRvjWRFIOCQACR26Y614bqWpjWbZZrhgZoztZum70OK9R+B+s3f/AAma6cHDR3Fu4kPBJ8oZXnGRjNdk48yt6GL7n16bleSiO6jgso449Ocn8AanWRGUMpBDDI+lVIpWgjELxuWQYG0ZBx0Oegz71TudNluIkKuI5ESTaeuGfH5rjINF30Goq9noa5dFG5iAPUmlyM4zzXOXGn3whBeQMsWDtUnJCgjjg4OD6fjVVWljlh+aXYiEACJue4GRg4GPqanntui1RTWjOuorH083TXUxnZyvVQQQuCTjAI4wOOprYq07mUo8rsf/0PPdI0vTNPm8yBEeUAt5k3zY7Yx0Gc+ldfp1nDqMlzZ3MUUpmTeGKDG1Ou3gdjn8K4m7YW0sAh+cOxVnCnn047fhWl/aVxaXdpc2s4gaE4jiYZDn0boT/SvBqQlN3T3OVKTlqcJ4i0+10rUT9mXbHKSrw5+6R1x7HqK9L+B+mmLxrbX8bbomhnUH329D71Bq2jW/iCaXUtRTbM/QqCgH64q98GY7vTviFHpsx4NvLIQOmdvB/I161HmcIqT1R6Cg6aame9zyeMsysmsWcahZQgKjIfd8mfk6AdR1+tS2tx4paKZJ9Ysy4YNGyqOEDSkgjYOoMY79D684767qMMs+zQNR+WWXGJWw4G87h8mMMRwPcVbsdZ1CbVFtJNF1CGN5hF5rSMUVQ2N+Nn3ep5NdBidP4eu9UtoHXxLf21xIzKY2i+UY2jPYd+e/WugTVNOkk8pJ0LltuM87vSoZNGtJGLbpFz12uwzxj19KuW9pFbpsGX5zuc7m/M0AWaKKKAP/0fKPCWqNbzzRXDAHG5GzxXX6td2M2mf6SsayxtujkXBdW9R3+teLRXTRxhNvKnrVxZLq7PDYH5n8zWMowj71zsp8zXIkdZdeJZJoE3ErKww49/QD0r1z4S6NcL4ot9duJF3SxSLsAJIBTjJ7Yx0/WvFtP0YHEzDJwTzX0J8LmkXWII2yBsf9FNc0cSnUUKaOmeFapSnUZ3beINM8m4uUvJEigyzkrMMAyCP+8M/Mw6dua0dPvIPEHOlXhYqA3Pmr8vBP8X+1U8scrGSPMIUkjDGBgQrEhSDz2H0Pbils4J0uzFAqQSkBCyfZ8qARu4UAnAHI+ld55R0UOloIgJncuRyVdwOCemSfWntpVswALS/LnB8188/jTXsr7dmO9dQTnBRT3yf/AK1aSKyrhmLHnk4/pQBFBbpbpsQsR0+Zix/Wp6KKAP/S+e4LM3MmI+Se39a6W0sLaxIN84jyAQDyTkngAcmqnhuJ4bwXEykRhGGT0Jq2qtfa1JNCWlyCFxjCgdBz05xXPUhzSab0O+lUcIqSWp0MWpmO2kSC0yoLruZsPjBOQoB6D3rvvhnq8lz46srNf9UbeZwfU7azrHwNcXEfmtKYHb5lGMnOATzu7n610Hw98PHRfHNoVfzInhuChI2sDjDDHcZpUo007RFWrTkrSZ3U/gzRZriUyo5aWdnOHkB+dtzdIyOOMc10elaN5d/Lq9rAguSzsxZnALytlvlKAjg+vHHWsyTS9Wee4ePWJ8ySyELslwiszMEGCRkdB7flW94eSXT5rhLu8nuhOUMSyJJ+72LtYZbPU810nCb8cmrmQCWGAJnkiRiQPps5NaS7to34zjnHTNLRQAUUUUAf/9PgJLRp4cJxhSB+OK4+MyadcHHryCMj8R3ruYNRscAGZOQf4h7Vx2stEbiSWFgwBHQ57CvJoOp1R9BiFTd9T6H0DULDULNZrVzu24LMOhHfA657dK6vw55DeKLZnkUTiOQbd3Lcent146V8mWGq31oudOmeEsgDbOM4r2D4N2sz+MBqFzI0jvDLy5yTnHrW0WlNWOCVGXK3c9W1HVNTs72VI/DUk6+cQkiO53K0rR7yAOOFDEZ6HNWoNS1C6tXd9BdWEkMe1nkGUMJkZhkZ+Rhs9zXXiw1QTEiT5C4b/WvnAJ7FT1zyKjGn6sgVQ5OVw379sA+oyuT2r0DzjR0RMaZDK0H2Z5UDvHknaxHIy3PFatYdrpt1uLXU8ikNuASUsD9cqPyraRdihck47nk0AOooooA//9TwiDQNfltvPW2OzqAxAY/QE5qi0qRgKyNFcRHDKehr3Nbm3fMZ2sg5bjOB6AdDXknjFrR9TiktDklMN68HjP4VnTqOW501aSirpm8ttb2mkC6jUeZIQo9tzY/lXW/Bdp5viEuxcRQwzKxz3K8Vwj2VhbNa3cEsjTNLGShbKZJ54r1z4K2kS63FeL96QXJJBzznoff+lTJqkl5uxlXquVj6ZvL82toLlVBJIAUkjr9Aay2124RI2a3Uls5wxx7c7fzq9dpdPp4W0RXkz0cAjHPqQKzWi1gKALWFsc42J1/77rYh7ko16UsVEGSP9o8jOP7tWBql90azbdkDjdj3529Ky2j15ZUMVlAVY/MSqAoAen3ufWtyG51MKFuLUFh1ZXGDz2HXpQIdaXtxcSmOWBoxgncQwH05Ufzq/G/mIHxjNNheSSPdLGY2/ukg/qKbbf6lfx/nQPof/9X2U/C3wgUCeTMAOeJnH9aypfgl8P55PNktZS3/AF2f/GvWaKlJLYpyb3PLT8G/ApkWQ20uUII/fP1HTvW/4e8A+G/C05udGheJ2yTukZgS3U4JNdnRTmk7XJCiiimAUUUUAFFFFAH/2Q==",09:49,image
