,date,status,content,time,type
0,26/11/2019,ENGINE,As mensagens e chamadas dessa conversa estão protegidas com criptografia de ponta a ponta.,ENGINE,text
1,26/11/2019,received,Bom dia,10:21,text
2,26/11/2019,received,É a Fran,10:21,text
3,26/11/2019,viewed,Oi Fran,10:21,text
4,26/11/2019,received,Meu celular deu problema,10:21,text
5,26/11/2019,viewed,Quantas vão hoje?,10:21,text
6,26/11/2019,received,Hoje vamos querer 4 marmitas,10:21,text
7,26/11/2019,received,desconhecido,10:21,unknown
8,26/11/2019,viewed,3 sem é uma com?,10:21,text
9,26/11/2019,viewed,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",10:21,image
10,26/11/2019,received,Hahhaa,10:21,text
11,26/11/2019,received,Ok,10:21,text
12,26/11/2019,received,Obrigada,10:22,text
13,26/11/2019,viewed,Obrigado eu,10:22,text
14,27/11/2019,viewed,blob:https://web.whatsapp.com/2183d49a-4bd3-44e8-a344-993e4d8f363c,09:36,image
15,27/11/2019,received,Bom dia,09:42,text
16,27/11/2019,received,Hoje apenas 3 marmitas sem salada,09:42,text
17,27/11/2019,viewed,Combinado Fran,09:42,text
18,27/11/2019,received,Obrigada,09:42,text
19,27/11/2019,viewed,Um ótimo dia,09:42,text
20,28/11/2019,viewed,blob:https://web.whatsapp.com/6c67bc63-6f4a-4886-9e6a-0156ccce5d0a,08:55,image
21,28/11/2019,received,Bom dia,08:59,text
22,28/11/2019,received,Hoje não vamos precisar,08:59,text
23,28/11/2019,received,Obrigada,08:59,text
24,28/11/2019,viewed,Tá ok Fran,09:01,text
25,28/11/2019,viewed,Obrigada,09:01,text
26,29/11/2019,viewed,blob:https://web.whatsapp.com/e23fa8a8-e9d2-41f9-bc0a-aca0278276e1,09:21,image
27,02/12/2019,viewed,blob:https://web.whatsapp.com/bfc1aa33-3f08-4b11-82cd-0a1152dfa682,09:18,image
28,02/12/2019,viewed,blob:https://web.whatsapp.com/bfc1aa33-3f08-4b11-82cd-0a1152dfa682,10:22,image
29,03/12/2019,viewed,blob:https://web.whatsapp.com/a49cc7c0-5437-46ef-94a2-170a3569f407,10:21,image
30,04/12/2019,viewed,blob:https://web.whatsapp.com/0c4bcf1d-3070-4783-84f2-8d184d0c1f8e,10:32,image
31,05/12/2019,viewed,blob:https://web.whatsapp.com/303f25f4-927a-4e35-9d5b-ec8d2f8063b8,10:34,image
32,06/12/2019,viewed,blob:https://web.whatsapp.com/bb7af519-d68b-4e22-a7b1-0a33c30f5f9b,10:41,image
33,09/12/2019,viewed,blob:https://web.whatsapp.com/dbca011c-ab11-4df5-88a6-bee6acfa5dc0,10:35,image
34,10/12/2019,viewed,blob:https://web.whatsapp.com/d6f17d32-1d23-4940-aa83-1b76af7f97d8,10:10,image
35,11/12/2019,viewed,blob:https://web.whatsapp.com/324aa9c7-81b8-47a8-b238-799ac079710d,09:59,image
