,date,status,content,time,type
0,26/11/2019,ENGINE,As mensagens e chamadas dessa conversa estão protegidas com criptografia de ponta a ponta.,ENGINE,text
1,26/11/2019,viewed,blob:https://web.whatsapp.com/bbd6a804-1857-4440-8c37-35bdc3fbfa21,18:49,image
2,27/11/2019,viewed,blob:https://web.whatsapp.com/50280828-16fe-4183-bac3-d1067d96a3ba,10:23,image
3,28/11/2019,viewed,blob:https://web.whatsapp.com/673af63f-d192-44a6-934c-d4158fdd2da2,10:34,image
4,29/11/2019,viewed,blob:https://web.whatsapp.com/974e1947-af80-459f-98ad-0f870aebfbcb,10:35,image
5,02/12/2019,viewed,blob:https://web.whatsapp.com/8fd2f5f0-0e43-45a8-ace7-330ef98d0cb6,10:18,image
6,03/12/2019,viewed,blob:https://web.whatsapp.com/11ff3350-3fd3-4133-b13c-77d7a9fccb0a,10:18,image
7,04/12/2019,viewed,blob:https://web.whatsapp.com/aa90ff11-590b-4ca5-85be-448478dbe7fc,10:28,image
8,05/12/2019,viewed,blob:https://web.whatsapp.com/9fb1c1fc-cdf3-4767-96b1-145b6c668095,10:32,image
9,06/12/2019,viewed,blob:https://web.whatsapp.com/0cede27d-c7d8-4725-b807-5a07a730b913,10:39,image
10,09/12/2019,viewed,blob:https://web.whatsapp.com/1cb26654-0871-419e-9189-6aa69c0031cc,10:34,image
