,date,status,content,time,type
0,12/12/2019,ENGINE,As mensagens e chamadas dessa conversa estão protegidas com criptografia de ponta a ponta.,ENGINE,text
1,12/12/2019,received,Opa,12:21,text
2,12/12/2019,viewed,"Bom Dia ,informamos que os pedidos de hoje ja estão encerrados.Agradecemos muito a preferência e o sucesso de sempre!||#NaBike|#ComidaInteligente|12:21",12:21,automatic
3,12/12/2019,received,Como funciona as entregas e o cardápio de vocês,12:22,text
4,12/12/2019,viewed,audio: blob:https://web.whatsapp.com/8ca00162-0431-4b0e-b95b-bba6dbc382e7,12:23,audio
5,12/12/2019,received,Perfeito,12:25,text
6,12/12/2019,received,Guilherme aqui da imobiliária Golden,12:25,text
7,12/12/2019,viewed,blob:https://web.whatsapp.com/62b30afe-acbc-4172-b7af-59b1ec22d763,12:25,image
8,12/12/2019,viewed,blob:https://web.whatsapp.com/78164ae6-3ea7-4dc5-8342-e6f8003ad836,12:25,image
9,12/12/2019,viewed,blob:https://web.whatsapp.com/367b9b89-55fe-4d0b-b4ac-6a301f92a112,12:25,image
10,12/12/2019,received,Você já entrega pra rafa e pro Guto aqui,12:26,text
11,12/12/2019,viewed,audio: blob:https://web.whatsapp.com/3a6c2fc0-8cd2-4ba2-8047-2037b8a17fd7,12:26,audio
12,12/12/2019,received,Fechou,12:26,text
13,12/12/2019,viewed,Valew mano sucesso aí pra vcs,12:27,text
14,12/12/2019,received,"Vai mandando aí, e eu solicito",12:27,text
15,12/12/2019,received,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",12:27,image
