,date,status,content,time,type
0,31/08/2019,ENGINE,As mensagens e chamadas dessa conversa estão protegidas com criptografia de ponta a ponta.,ENGINE,text
1,31/08/2019,received,"Olá 
Boa tarde
16:55",16:55,text
2,31/08/2019,received,"Vcs estão precisando de alguém para trabalhar? 
Entregador etc ... agradeço
16:55",16:55,text
3,31/08/2019,viewed,"Bom Dia informamos que os pedidos de hoje estão já encerrados. Agradecemos a preferência, um bom final de semana a todos nossos clientes.||#NaBike|#ComidaInteligente|16:56",16:56,automatic
4,31/08/2019,received,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",17:09,image
5,31/08/2019,viewed,"No momento não mas vou deixar registrado aqui
17:11",17:11,text
6,31/08/2019,received,"Ok 
Obg
17:16",17:16,text
7,02/09/2019,viewed,blob:https://web.whatsapp.com/86a1504f-43b4-47cf-916d-1cf1604bdf8c,09:00,image
8,02/09/2019,ENGINE,O código de segurança de +55 91 8415-7539 mudou. Clique para mais informações.,ENGINE,text
9,03/09/2019,viewed,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAASABIAAD/4QBYRXhpZgAATU0AKgAAAAgAAgESAAMAAAABAAEAAIdpAAQAAAABAAAAJgAAAAAAA6ABAAMAAAABAAEAAKACAAQAAAABAAAAZKADAAQAAAABAAAAZAAAAAD/7QA4UGhvdG9zaG9wIDMuMAA4QklNBAQAAAAAAAA4QklNBCUAAAAAABDUHYzZjwCyBOmACZjs+EJ+/8AAEQgAZABkAwEiAAIRAQMRAf/EAB8AAAEFAQEBAQEBAAAAAAAAAAABAgMEBQYHCAkKC//EALUQAAIBAwMCBAMFBQQEAAABfQECAwAEEQUSITFBBhNRYQcicRQygZGhCCNCscEVUtHwJDNicoIJChYXGBkaJSYnKCkqNDU2Nzg5OkNERUZHSElKU1RVVldYWVpjZGVmZ2hpanN0dXZ3eHl6g4SFhoeIiYqSk5SVlpeYmZqio6Slpqeoqaqys7S1tre4ubrCw8TFxsfIycrS09TV1tfY2drh4uPk5ebn6Onq8fLz9PX29/j5+v/EAB8BAAMBAQEBAQEBAQEAAAAAAAABAgMEBQYHCAkKC//EALURAAIBAgQEAwQHBQQEAAECdwABAgMRBAUhMQYSQVEHYXETIjKBCBRCkaGxwQkjM1LwFWJy0QoWJDThJfEXGBkaJicoKSo1Njc4OTpDREVGR0hJSlNUVVZXWFlaY2RlZmdoaWpzdHV2d3h5eoKDhIWGh4iJipKTlJWWl5iZmqKjpKWmp6ipqrKztLW2t7i5usLDxMXGx8jJytLT1NXW19jZ2uLj5OXm5+jp6vLz9PX29/j5+v/bAEMABgYGBgYGCgYGCg4KCgoOEg4ODg4SFxISEhISFxwXFxcXFxccHBwcHBwcHCIiIiIiIicnJycnLCwsLCwsLCwsLP/bAEMBBwcHCwoLEwoKEy4fGh8uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLv/dAAQAB//aAAwDAQACEQMRAD8A+kzPJ7U0yynvVW6mjjiZC4V2VtgJAJIGTj1xVWcwrLGkIXYzpHIo6Bz83I/2gf5UrFvQ0tz/AN40odh/Eao2s7PAvlxtJgYyMDn2yRn8KoyM7qJIoY3YySIfMC53K20Lyw756ZosFzfEr+xpwm9RXALry3OqpY2UZntxeG1lkJKiNwhbyyjDLZIJz0Ax1rF17xbqfhoQWE3768Kb5SqYiVCTtCg/MzepBxn8hMpKKuy4Qcnyo9gSaM8ZqcMD0NeMz+LvFWl2LahqenIYlClvmCugf7pdQWZcn1UenWuCvfin4hluhcWskEUaHAiXBBOOdxPJ6+opKaZfsG9mfUhGaQMRw3518zD4z69asGubS2kHHyIzKcfUk4Nd/onxe8OamEjvS1lKfvCXlB/wIf1Aqk+pMqUloeuUhqjDdJIiyxMHjcAgqcgg9CDVjzkNUZ2JaKZ5ietHmJ60Af/Q8Mkv9QdhPufcO+7BBPPXNfR1j8Sbm28Qvfz2N2NJuYodqSLGkpdlAQoGcBtxU8bicEnHFfNUTS3F0tuqHIyGJGPqO3NdlaateJcx2epzzKsW1UyA5Ux/c27+FI5x04PoaynJR0O72Uqmv5nstv8AEFrNI01LSL2aWGQ+Q8SABlMmAH5O0g8ErnJGDUd34q8O+JAtpqdhq0TxXE0iLHHGpIkd9v3mJ4CtnHQgjPFeUf267CW3kmlhkDfKCqlcRuWGFPAGe3Tt2xWfba34gF3DJ9rlE6tuQNtCsdrDGccZDH25OeuahVU4tSCWGqRfNFL8T22bxXa2V2+p3llchZb6O5URIMbFgEQDFmX5jlWPbkc9K5qbV7m+0n7NqNvcPqWmTrNZTGMNiP7wSY5+6Qp5BOcd8c+azazq6pHA0ThHyNjIuxSoVMYILD5UXv1APbNOi8V6vApjN2ytGAAzKuQQGUcgZ4DHB684qoTurNilSkndI9X13xjNf6dcP9kvoZrsRpKkiQrAqkDcEcJ5rAgHGTn06V5NKks7yr5KwKhyFXG5cnk469+arPqd+1konmzG0hfA+9lRjOQM9MjrWbLqkk9wXXdxwBnpxjgH2NPWTujSK9nG0kXry2W02I0isW5JU7jj8h2qluUuGgLN0OCOae21rhjqRYNghTjaM8nnAz3/AMirNrIPs/kKpWQgsHU5zzQ5uK1HGCnLTY+i/hR4vGo2p0G+YiaEZhyOGQdVB9uuPT6V7LkV8l+GpJdKlh1OABJU6DIOM9c/ga+gfCviJ9etXadVjuImwyqeCp6MOc47fWopVk3ykV6Lj7yOzpaq7jS7zXQcx//R8jtLzQLbzEjExuNuEZBld3Pc+gxzis5lmkl3TiRSeGYyFjz6H6VeijhE/l6jGi5UEEA5I9u2aW48i5lWOPKxrx1wMDv3rzXo9D6BXa1ZUSYwXP2gAOgJChwMkfzP05rb0/ULaC0+zZdpog7ENyF54I6Y4rPAimkSKNSqoT83XNWLzT3tgs5jI80H5ySMjPAx61MrPRji2tRdKvnZWtteVpxJI20YyVJX7wI5wD6Vg3UfkubdTlRz8x6ZHGfwro4bcO6IGAfbsJbA69QCT16Curi0PTr8Ri9QgAqGkXk44yMjIzTjUtK/cyqwSjY8+0m0BDW+DNu5QDoPr7Vt3Hh69hUCJTuYcqBjv09fxzXtPhfwNo1hPNNEzTbidhbghM8D610OpaHaSlPKO18EjHNOU5KV0ZRqxtyny7Jpkkp8vLI0fG2RcY9O5zWhZXN1YQiNYVuF3HLYwRz8wOc5Pv8AhzXpeoaFNa3ZuDGW4Odo3HB79cVyM1tcwv5JjEQBLRsYwd4JzjsR6UOrKWkjWEYXvE6WI6fIkfmkoWUDCjs3PQjPFdH4Zlh0bWEumnZYZgU2vnK7+eeeOQM5ryq61XUvKjd4gkwbrtwAMEE4PUjtzW5HPJd+VaWUy3Uk68Rc72JB744/nWUeaOo5qMlY+n4rvzUEkTB1PQg5Bp/nvXFeEvDup6dpZi1STbM8hcrG5wAVUY44zx2rpv7NP/PZ/wDvo13qpL+U85043+I//9J2reD4bmeONl4B7fQ1w/iXw5baHFCQ5bzJArJnJCHksPyxX0DNIjTKDjOa4Dxtof8AaUtp5LBHZtnmEZC9SPwJ4/GvDhU11eh7fM2rEPh7QfDMxRLSQT7VyAST/nmr3jrRrS80RrOEKsxKCIkhRu3AAZPrnAp9xb6T4Y0FhFILeRVH71fvs2QTjOep7V59qPxBmuppNsLmOIKyiOQxuSpB+ZgG+U91HbvWbdR3dJXYaN+89DE0+wkt0SazgkeZVZpAQWTCsVyMdQGBBOeoqxo9/rCSpBe27RuDmF2jK7kPdc8kH29fyjTU7i60+SBLcRiSFojtxgB5WlOARx94qPTrmvQNKsDeww6yyCNkjRcAgjCdP4V/HOTTnUqxvzIp8rsdX4OjurKGT+1JwXdsquwjYnOByPf6f17R5bKaMoZBx+HJGOtcXaw2zRBXdVA54UYxyeBg4znNbM1nGLcR+aCpY8BOeT9D39ayji6jVpJf1/XmYTpwvdGlcSaQmDPKpOQq8Z+YngD3rFn0vSJ5MHA3DIbHc+v5d6ry6XY300N0LhSYmMiZGPm5B5xnjPrWl/ZNrhc3K7VHocgYI75Pf1p/Wqzv7q+9f5i5IR2Zw+qeEmun8mzkVyhzzyMd/wDOag8B6ZDa+IWjAJMALsWPCtjGB+Jr0S2SwsTJdfaFZY1J9OADyf1/yK+dYL+4t9Qe4iLMtywmXbn5TnIBGfX3rpo1G43aLV5XSZ9hq+RyKdvHpXB6NrNzd6dFPIzbiOcjmtT7fN/fP5V2rFQOR0JJ2P/T6HUNN1M6qdRWbMMKlo4h3baRyfxrM1PxDDY6Rb3WuIYfPCsADkq3XH1FekS25CF5OFHWvC/iZLHqNqLO23CW0uVBOMg5BU4x6Eivn4JSkoy6nsJtq66HnWva1d67qEjs5kgDEQqARhQePxI61VsfD+o3lwqwoSWOQOw+pr0/RPCkTWySOAW4z2+tdpp+mQRqWiZGAzgpzyGC7evXmt3iVCNorQTS67lfwh4USOJxq0IkPmQIoUuflkL7iNhHPyjGcj2NdLZ+HPLsbYSAlGLeYgxhMswUg5w2QuencetOhuBb53dQiswBPRsYBGPfpzWjb3YgneWRMqMrjJP3c8DI4HB79ulJ4ii0lL+uphJzu2mUbnw9IkUk9ozKI3aMJgfNGNoZs54OW4HoDWgNPaRJ4rQs3lrG6+YoO53VpMcEY6e/zY9avzXMM8CSRR5LcjAJ64xjp13DPHHeq0GpxRM2IS4fBXAPOB6Y5x7ZxWcpYZTtbT/gMFKbXmcWyatZyF1RCkZAkHYcnbjv3z9eaQ6zdgKBaAjIBOSSAwOTjOMDoRnv+Fd62q2Uu5PIU78Zz0JzgE4ByOKu2+n2U9uJo4kAkBPrwf6Gs44aEpNQlf5HT9ZhZOUNTwjVI/EeqpJH55jhdtggVNoaPggs24nqemen5Vp+H/DF7HMlzMnCY4B4OO3SvVr7SoYoWljQBsjnHTHFYU1vcK8Is2CZyrEnAHGQf0rPESdJqlHfcFVjLWCsdJDFFHGF4Q9wKl2xf3qzIrnZGEuCrOBgn1qT7XD7Vn9Zn/L+JHKz/9TqIfF+rNC6PBEpYkKSd30+UCuS/sq51K8Eky4TcWJJ++xOSfzr1x9GtiuNgH4dKrNo7FfvDOCMjjg9a+Uq+2VtLnqTr8v8OJVsbCC3twnHTjkVetbDTbXd5KxpuYu2MDLHGSffikGlyBAhcEYAxj+VM/sqQybg44z+uf8AGp9vWUdKf4nM6lR68pqLZWrnOM49zxj054qwun2mc+WM+v6/zqKyge3jKM28k5zWkvvXoYezXvRsDb6mHqOy3aGPy18snksMjrz/AI1nveaa/mGOFco2Dz16fkcY/SulvbW3uUVbh9oU56gc/jWeul6OECK3AGB82cDGPp0oqqfM1Fq3n6GsHGy5kyu95psMr2xiG5FyMHvjPHp9RSweILSONEKFMnpn/Hqaux6JYBeAWU/7RxVW70m1hi3wKcqeTuxxnnp6VTjiEnOFv+B9wJ0r2dzcuUFxbvEhBJHH9K4Vrp7UkSDDLnI9MVvQzRW6DyCcLgflxVS/kBzcSgJngn2/KuTHRVa1S9mi6S5XynG3mt6aJv30kUb45BOD9etVf7c0j/n4h/76P+NZkcE+oSzz28MPlCUqm5FLcAZ3ded2am/sq9/54wf9+1/wrz+V9Za/I9FUkf/V90NRMKlNRtXhzO1ELjikXmlekSufqaFhKp6lcSwIqxHG4HJ78VcSszV+ifRv5VdZtUZNCpq81c5W6nlFq8+47qx9Eu7i4lUyOevatO7/AOQc9Yfh3/WL9a+cvpc9+lFezloehS3lzahUic4Hrg1Wkvrl2Xc5Oc0XvUVUb7yfjXXVrT0XMzzowjvYkZiuFXgH0rWjIuYGjmAIYYP41kP1Fa1p/q6VOcu4SirJnMnwTowP7priMHJ2pMwGScnik/4QrSv+e11/3/auwNFb8z7nQpPuf//Z",10:20,image
