,date,status,content,time,type
0,04/11/2019,ENGINE,As mensagens e chamadas dessa conversa estão protegidas com criptografia de ponta a ponta.,ENGINE,text
1,04/11/2019,received,Opa!,21:57,text
2,04/11/2019,received,Sobre o emprego de moto boy,21:57,text
3,04/11/2019,viewed,Boa noite,22:00,text
4,04/11/2019,viewed,Vc consegue me chamar amanhã Apartir das 14hs,22:01,text
5,04/11/2019,received,Pode ser,22:01,text
6,04/11/2019,viewed,Fica melhor né,22:01,text
7,04/11/2019,viewed,Qual sua região ?,22:01,text
8,04/11/2019,received,Camboriú,22:01,text
9,04/11/2019,viewed,Seu nome e idade,22:01,text
10,04/11/2019,viewed,Só pra eu anotar aqui,22:02,text
11,04/11/2019,received,desconhecido,22:02,unknown
12,04/11/2019,viewed,This message was deleted,22:03,deleted
13,04/11/2019,received,Tenho moto*,22:03,text
14,04/11/2019,viewed,Obrigado por enquanto Silvio te agradeço o interesse,22:06,text
15,04/11/2019,viewed,Amanhã Apartir das 14 pode me chamar que te passo os detalhes,22:06,text
16,04/11/2019,viewed,Guilherme meu nome,22:06,text
17,04/11/2019,received,Blz Guilherme,22:06,text
18,04/11/2019,viewed,Uma ótima Noite,22:07,text
