,date,status,content,time,type
0,28/11/2019,ENGINE,As mensagens e chamadas dessa conversa estão protegidas com criptografia de ponta a ponta.,ENGINE,text
1,28/11/2019,received,Oii,10:02,text
2,28/11/2019,received,Quero duas marmitas,10:02,text
3,28/11/2019,received,Aqui para a rua 212,10:02,text
4,28/11/2019,received,É no escritório Diehl,10:02,text
5,28/11/2019,viewed,Bom Dia,10:02,text
6,28/11/2019,received,Onde tu entrega todos diaa,10:02,text
7,28/11/2019,viewed,Ok,10:02,text
8,28/11/2019,received,Dias,10:02,text
9,28/11/2019,received,desconhecido,10:02,unknown
10,28/11/2019,ENGINE,desconhecido,ENGINE,unknown
11,28/11/2019,ENGINE,desconhecido,ENGINE,unknown
12,28/11/2019,ENGINE,desconhecido,ENGINE,unknown
13,28/11/2019,ENGINE,desconhecido,ENGINE,unknown
14,28/11/2019,ENGINE,desconhecido,ENGINE,unknown
15,28/11/2019,ENGINE,desconhecido,ENGINE,unknown
16,28/11/2019,ENGINE,desconhecido,ENGINE,unknown
17,28/11/2019,ENGINE,desconhecido,ENGINE,unknown
18,28/11/2019,ENGINE,desconhecido,ENGINE,unknown
19,28/11/2019,ENGINE,desconhecido,ENGINE,unknown
20,28/11/2019,ENGINE,desconhecido,ENGINE,unknown
21,28/11/2019,ENGINE,desconhecido,ENGINE,unknown
22,28/11/2019,ENGINE,desconhecido,ENGINE,unknown
23,28/11/2019,ENGINE,desconhecido,ENGINE,unknown
24,28/11/2019,ENGINE,desconhecido,ENGINE,unknown
25,28/11/2019,ENGINE,desconhecido,ENGINE,unknown
26,28/11/2019,ENGINE,desconhecido,ENGINE,unknown
27,28/11/2019,ENGINE,desconhecido,ENGINE,unknown
28,28/11/2019,ENGINE,desconhecido,ENGINE,unknown
29,28/11/2019,ENGINE,desconhecido,ENGINE,unknown
30,28/11/2019,ENGINE,desconhecido,ENGINE,unknown
31,28/11/2019,ENGINE,desconhecido,ENGINE,unknown
32,28/11/2019,ENGINE,desconhecido,ENGINE,unknown
33,28/11/2019,ENGINE,desconhecido,ENGINE,unknown
34,28/11/2019,ENGINE,desconhecido,ENGINE,unknown
35,28/11/2019,ENGINE,desconhecido,ENGINE,unknown
36,28/11/2019,ENGINE,desconhecido,ENGINE,unknown
37,28/11/2019,ENGINE,desconhecido,ENGINE,unknown
38,28/11/2019,ENGINE,desconhecido,ENGINE,unknown
39,28/11/2019,ENGINE,desconhecido,ENGINE,unknown
40,28/11/2019,ENGINE,desconhecido,ENGINE,unknown
41,28/11/2019,ENGINE,desconhecido,ENGINE,unknown
42,28/11/2019,ENGINE,desconhecido,ENGINE,unknown
