,date,status,content,time,type
0,07/12/2019,ENGINE,As mensagens e chamadas dessa conversa estão protegidas com criptografia de ponta a ponta.,ENGINE,text
1,07/12/2019,ENGINE,Edu Lopes mudou de número de telefone. Você está conversando com o número novo neste momento.,ENGINE,text
2,07/12/2019,viewed,Posso pegar no sushi a noite então?,13:09,text
3,07/12/2019,received,Pode ser,13:17,text
4,07/12/2019,viewed,"Bom Dia ,informamos que os pedidos de hoje ja estão encerrados.Agradecemos muito a preferência e o sucesso de sempre!||#NaBike|#ComidaInteligente|13:17",13:17,automatic
5,07/12/2019,received,A partir das 16h,13:17,text
6,07/12/2019,received,A gente tá lá ja,13:17,text
7,07/12/2019,viewed,Fechou início da noite vou lá certo,13:28,text
8,07/12/2019,viewed,Deu boa?,18:57,text
9,07/12/2019,viewed,Posso ir aí?,18:57,text
10,07/12/2019,viewed,audio: blob:https://web.whatsapp.com/690ea5fa-38c9-4376-9031-e3069276277c,19:04,audio
11,07/12/2019,viewed,audio: blob:https://web.whatsapp.com/57994f8e-ec60-4396-bd30-4a70605801b5,19:04,audio
12,07/12/2019,viewed,audio: blob:https://web.whatsapp.com/a8162b91-fe37-48a3-bd79-a9b30bab0caf,19:05,audio
13,07/12/2019,viewed,Demoro então,19:45,text
14,07/12/2019,viewed,audio: blob:https://web.whatsapp.com/a814b9f9-6bbf-4eae-bbf3-d51cb216ca95,19:46,audio
15,07/12/2019,viewed,To no aguardo,19:46,text
16,07/12/2019,viewed,Ansioso,19:46,text
17,07/12/2019,viewed,Se precisar eu posso ir até aí também sem problemas,19:51,text
18,07/12/2019,viewed,audio: blob:https://web.whatsapp.com/32823fdf-e096-4d80-a475-1d5471b5c28d,23:24,audio
19,08/12/2019,viewed,To só por ti meu chapa,12:38,text
20,09/12/2019,viewed,blob:https://web.whatsapp.com/1cb26654-0871-419e-9189-6aa69c0031cc,10:40,image
