,date,status,content,time,type
0,18/11/2019,ENGINE,As mensagens e chamadas dessa conversa estão protegidas com criptografia de ponta a ponta.,ENGINE,text
1,18/11/2019,received,bom dia,09:32,text
2,18/11/2019,received,"quero encomendar uma marmita de 10,00",09:32,text
3,18/11/2019,received,qual o cardapio hoje,09:32,text
4,18/11/2019,viewed,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAASABIAAD/4QBYRXhpZgAATU0AKgAAAAgAAgESAAMAAAABAAEAAIdpAAQAAAABAAAAJgAAAAAAA6ABAAMAAAABAAEAAKACAAQAAAABAAAAZKADAAQAAAABAAAAZAAAAAD/7QA4UGhvdG9zaG9wIDMuMAA4QklNBAQAAAAAAAA4QklNBCUAAAAAABDUHYzZjwCyBOmACZjs+EJ+/8AAEQgAZABkAwEiAAIRAQMRAf/EAB8AAAEFAQEBAQEBAAAAAAAAAAABAgMEBQYHCAkKC//EALUQAAIBAwMCBAMFBQQEAAABfQECAwAEEQUSITFBBhNRYQcicRQygZGhCCNCscEVUtHwJDNicoIJChYXGBkaJSYnKCkqNDU2Nzg5OkNERUZHSElKU1RVVldYWVpjZGVmZ2hpanN0dXZ3eHl6g4SFhoeIiYqSk5SVlpeYmZqio6Slpqeoqaqys7S1tre4ubrCw8TFxsfIycrS09TV1tfY2drh4uPk5ebn6Onq8fLz9PX29/j5+v/EAB8BAAMBAQEBAQEBAQEAAAAAAAABAgMEBQYHCAkKC//EALURAAIBAgQEAwQHBQQEAAECdwABAgMRBAUhMQYSQVEHYXETIjKBCBRCkaGxwQkjM1LwFWJy0QoWJDThJfEXGBkaJicoKSo1Njc4OTpDREVGR0hJSlNUVVZXWFlaY2RlZmdoaWpzdHV2d3h5eoKDhIWGh4iJipKTlJWWl5iZmqKjpKWmp6ipqrKztLW2t7i5usLDxMXGx8jJytLT1NXW19jZ2uLj5OXm5+jp6vLz9PX29/j5+v/bAEMABgYGBgYGCgYGCg4KCgoOEg4ODg4SFxISEhISFxwXFxcXFxccHBwcHBwcHCIiIiIiIicnJycnLCwsLCwsLCwsLP/bAEMBBwcHCwoLEwoKEy4fGh8uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLv/dAAQAB//aAAwDAQACEQMRAD8A+cAgyBz+db2h6m+jXf2uJd52MuCTj5lK/wBaxRGv+TT9g4+vrXuSpRqRcJrRnVHTU7O2+bwpfNzzPCf0euSEYPr+ddBpdtcPa5kJNj58QmXdgHJOO+ema7afwz4d1jVruLS0NpFBd/Y4o42P7zEU8jOfMkl53RqoIYAg5wCa3lNQsmcmEgoTqu97yv6aLc8sEY9/zoWMEc5/Ou41fw9b6X4V068cH7XNNMLgZzsKuyBCQMdI8gbj1JxjFdTf/D/QLd70W9xNm3t5ZY4jIrvIUfaj/In3ZF+YAgY5y2Oar28Fud/MjyDyx7/nTPLGSOfzr0TSNN8O3ukabZ3EQW8v79oHuNz5iiXyiSP3gQH58DdG2eeRitG58A6YlrcXEF2Q6tF5MbSJ+8VkiklCE7TJtWUMGVcED3GSVeCdpDcktGeUmMe/51d0tANRh6/fHevVbj4baSmoS6ba33ny+WWj/eKqjdLMis5CsQFEahwBnc45ArAu/DGn6PFYXkNwZJZpUA+ZCsqNGrl0CksoVjtO7qfTkVEa8JNJHLipJ0pW7M5TxSgOv33X/Xyf+hGucZAATk/nXSeKlH9vXx/6bv8A+hGueMa0VFqY4Ff7NT9F+RBsHv8AnRsHqfzp2xf8mjYP8msLG5//0PnQIoIFTBF9KjCJ6CpNqY6elfRQOtHZWageEr3H/PaL+T1ywRa63T1QeFrvd08+HP5PXR6prfg/Vr6+Z7SOCKATCzZEwZQRKEGI0jCjc0ZXcuVVSCxPXaU3G1o3ODL21Ur6fa/9tieZiNR2rbmtdIXRraaCXN6WYyx8n5SzBe2BgKD153V2+oah4KjsNVg0L919riiEK5mUNslmyGUFhnZ5eNxweGODkVFp0/gIWtkt/DG0qxMJcrKAH2sP3hXJOW2su0HAyD6VE5ymoySkrPp102fl+p6qnpsUbseDryZnhjW2jE8wAVmO9fNg2tjGVXYZCB2we9VINO8K4jW+vNziVy5jLkGEKQoGVHzAgYz1z9M3dCvfDkegTaZqbRrJLO+5vLZnCN5OxlOwjClXz8wIB4BJqdrrwH9ulWKBVs5bm2kHmJJ5iRKGM8Yw54ZlXbznDHnPTg+oyhF041J2Xnf8X6lOeuxmtYeDQ8aLPkGaRHfL/KgU7H28EjIzgYPQVj31hpivZDRJzLM0a+cBu4kwGJGQPUjAzjbXS2934DS8Mc9uGsxcyzDKSecYjCWji4fHEhC/eGcZ3Y5rg7oWsF9N/Z7l4VkYROwwSmflJHY461pQws4z5vaSdu+z3/r7hcyekloLrFnc292/20lpWJLMSckk8nnrmscotXLud7lmlmO5jk5qoyJ6V0yv1MpqKdoKyIQi4BNLsWlKJ6Ck2p6ViZWP/9H55jiDE4AqXy0HUCt/QptMiZ/tgTlflLDcAcjqBjtn/PNZl+9q907W42xkttB6gZ4z+FfRwJpYqUqzpcr06nR2YX/hFLvGMedD/J6oWrR6ZFjULEuJzHIjOAmUXJO0sjcNkcjHbORxWhZ7P+EUvOmPOh/k9a1p4qmnguZJbA3McNvZRkqwAiS2CqS3yHIkPXPIzjJwKeIs4JSWnrbroLLm/aV7fzfojLGoQXAFzaaWgFpIJXeMc7dznDELtHUAHbj5emMAS2urWEgjhXTFuZjv5bDyPl1cEnZ8xwCp46Ht0rTfxPbvay2smkl1a2VMO2QgLO7SD5BgFymPZcZweI38RrNqyahbaa8cItnjKRuBJsZmJYSCIKAu7YPkICDac9a5fq1JrWO395/5+Z6qnLsY8mq6a0kBGnxR+U4Zwu35hsVSvzKe4JGc8nkGpY9WsnvRfQaaqRwI3mLEQuAz8NuCfL94Jkj0xg4rpx4itjDFf22hBbeNpPLKyAnMk6zKpOwlgrqFBxyCwyCRiJ/GkDKYpdJLHEEeTIM7oGLsn+r+4c4C9VHc9l7GlJcqhtdfF9/Xz+QOcuxzUuuaTIkinS4Q0gGWBUYIDAkfJwDuBxnqOvpnahfWV/F5VtYpA2/fvXb90bsDCovYjPb5QQBznsR4wtkn+2vo4ZUYOWyB87pb/KWZHyreSc5+ZlcjI6nltJntrW4YXcao6nd8wIKkcgY9+nNZulTpR9pCDuv7zf6i5m9zmHjVTggVXcJjgDqK1tVktXuN0Awuehwaym8v2rsU+aKk1YykMKp6Ck2p6Cj937Ufu/as7mdz/9L51WRA3BHSpd6HuKrB09RTt6ZHIr3oyOiJ3FmV/wCETvCMf6+H+T06xuNR0C1ntGs0kN/AkzBjuK25RuSqHKhg4YFscYOOhqOxZf8AhEr05H+uh/k9XdO8eNplnFbx2kdxIlu9q8k7li0LujGP5dp2DbhQScbjzjiqxEFUgoSjdf0zhy+TVSvb+b/21Fx/F1+4k3WeP3Hz4yNquHKSDIOMiReTkHAx1p1x4h1aLet5prw77eQsD5qELOV3OufuodoAA+Xk461Ri8ciG3lijsYN9xaQ2czs0h3xwxeSONwAJAB44BGcZ5F2T4j3MkU0Rs7cieJopNxc5EgPm/xfxHBHZSMgZ5rhWWUE7xo/i/8AM9X2kg0u+1y20SCa1sDNbQ75RMSTGFhkDucDgMCwBPXacY5qzF4h1uWeOK30l3dbj7QqhJGcSwqsZ2gDGEA2kEEjIyc1zGneLL2w07+ylObYrcK0YZgrmddoLDodnVeO5rRuvHl5dz/apIYvN826kEnO9Vut+6MN12KXLAHPPPrVVctoynKUqad79X1+Y3OQl14puVnimuLNIijrNEhLooTaqYC5GRhBtbqOx4GMZ9QGsa1HPKoVSEjC5LfKihRlmJJOByTS694lbXY7OGWCKIWMKwRshYsY1VVAYkkcEE8Acsax7G4WK7jkUbirA4Het8PhKNK0oQs9t+hhiJSdOSW9i94jjt7fWruGIKqJM4CjoAGPFYDsmOMVra7di61a5uHQxl5WYo3Vck8H3FY5dPUVtN6nPhOZUIKe9l+Qm6P2o3J7U3enqKN6eorDmNT/0/m3eu4c1KJF9ahEi07evFexGRqmdvZsD4QvSP8AnvD/ACeuSEietdXZOP8AhEL05/5bQ/yeuPMi4Irpctjhy9+/X/xfoi3E0byBWbAPfp+prShsYJSiJOpZj91cMRz6kgfyqz4Pjt7rxNp9vcossbzKGR1yrDuCDwa9E1TwlDNZ3kmhwxypqN1A9k4AGxX3mRAT90KRyPTFeZi82hh6qoz0ulr01dv+D6Jnrxi2ro8rEEG3LToMn5eh4xnJ549KSWC3jQyLMCcA4+XPXGOGPPf+tek+HvBxsJJNSu5tPvrZ7e48ttxlhWSNc7nyo4U9cc4q4dJ0+9uLOf7HZTMbdZZJbYslu3+kKn7tAAGYA4YMAK56mfUoz5Y6rv566a27D9mzy14LMA4nAOSF5Vsjnk4PHSlsljj1aGNHEgDD5h0OR+Ndt4z8M21jqkFhpVu0k+ozyMkikLCAZCFhRRwCnAYk8fyyrrwpqnhu8tZr4oySymMNHuwHXBIO5V/AjIPrXVhc0o1lBqVnLZPc5sXFqlP0ZieKXUeIL4f9N5P/AEI1zbupBFekX+lW2o6hr9zMWDWm+RMf3vNVeeOmGNebGRR3rZ14znOC6M5cD/u1J/3V+Qb09aN6etN8xf8AIo8xaVzouf/U+aN4yDz+VPEg9/yqPzB6H8qsW0E97KILZCznnH0r0kyo3bsjttHQX3hm9soXQStLEwV2C5AD5xuI6ZrM/wCEcv8A1i/7+x//ABVc2JHjYqNwIOKtTrd2wUzB13jIzW3to6JnFHC1qc5ypzVpO+q8ku/kaVtcXfh7VobpAjTQMHXJ3pntnaf612Wn6p4rtNLSxtJIEjFx9qjbem9GPOBl8bTk5BHc15h5pON2SakFy/YtWNWhRqu9WF/+B/w7OqTr8qUJpPrp/wAE9fXxB4mVfL+zab5Q8weWAioRKMPlVkGd3U59TVX+1vEqyhoYbCKJIvLSGMosajeJCQofqWUZOe1cHpmsWlojrd2guCTkFi4xx/skVp/8JJpP/QMT/vqT/wCKrhlhcPFtRw9/u/zF/tb/AOXq+5/5nQNe+JzHNHm2BkuvtqMJF3QzEliY/n4BzyDkUl1JrerXds96tpEkLlz5JjTcx6s3zEk/p7Vzx8SaVn/kGJ/31J/8VV9dY0dwv/EsXLAHBaQdsnq3pVRjThJTjQd16f5mdSliZxcJVVZ+T/zN2OeOWXxRJEwZTG5DDkEeenQ968idwcjn8q7+bxFaQWVxY2NkkJuk8uVgXLABweNxxnK4rkXtNrHcrgcdcdyMf1p4fn56lSatzP8ARG1OCpUoUk72VjMDjHf8qN6+/wCVOl/duU54x/L2qPf7H8q6rhc//9X5mPUfX+lSJI8bbkJB9RUZ6j6/0pw616AIVicE96u3F5cXIRZnLBBgD0qi33T9KkNJpNplJhmkXv8AWihe/wBasaHU3+L8KWm/xfhQA6ms7AYBOCRmlpj9vqKGSyTzHU7gxB9c00SOOAxGRjr2pD0ptSJiDkD6UtIv3R9KWgR//9k=",09:35,image
5,18/11/2019,viewed,bom dia,09:32,text
6,18/11/2019,viewed,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wBDAAMCAgICAgMCAgIDAwMDBAYEBAQEBAgGBgUGCQgKCgkICQkKDA8MCgsOCwkJDRENDg8QEBEQCgwSExIQEw8QEBD/2wBDAQMDAwQDBAgEBAgQCwkLEBAQEBAQEBAQEBAQEBAQEBAQEBAQEBAQEBAQEBAQEBAQEBAQEBAQEBAQEBAQEBAQEBD/wAARCABkAGMDASIAAhEBAxEB/8QAHQAAAQQDAQEAAAAAAAAAAAAABwAEBQYCAwgBCf/EAEUQAAICAQMDAQUDCQUDDQAAAAECAwQFBgcRABITIQgUIjFBI1GRFRYYMlJhcYGhFzM2QlOxwdE1REdiY2RmdKO009Th/8QAGwEAAgMBAQEAAAAAAAAAAAAABQYBAwQCAAf/xAA6EQACAQMDAgQCBggHAQAAAAABAgMABBEFEiExQQYTIlFhcTJCgZGxshQVJERSYuHwByOToaLR0/H/2gAMAwEAAhEDEQA/APm0kQ7gPX5Hn1PV3233Aye3GQyGRxVWCeTIYy7i3WYt2rHZrSQOw4I+ILKxH05A55HoadFAn3f16cLCvK/D9fv6+jS2MV7C1vcKGRhgj3FNUKlOQKLFaNf0bsmeW5bVOPJ+I/6Nv/8AehnHXB+fPH8T69E3ZTSH5wam0dFrWYjbu7rbC4/OxT5Fq9cpLMVdnKupQCEWB5AQUBbhhzz0QMJtTtBu0aVvSCjA5LPZXVOOxeKr3RSrCLHYJbdCSUXrVp4HsXHWNy9po+0OqMhXu6LXFyluwEinGM57f3xQTw/bxafJeHeH3zM5x9UkL6T/ADDGfkRXPCwqPlz+J6ySEFQSTyR956Pe4G0GidA4PaKvmczXkiz9qzJqs0cxUs2KMgmrpLH3R1vsQsPayB57C8szhIgxM1+3J9lfaTRtDclsLkcley+jqFaevh31nQksRl7mWheVzDTYWCtelQuGtxXdIbThpO4J3QNQgUKSD6iQPsbb+P8At9lNH6TGMZHX/vFcj+BR8ufxPWHiBJB5/E9dHaR0h7P+a01ttp3UVanQyGV0/n8/qjNpftQ2IWpyZVqsAlE1iGLyJTrI0YxryBWR0MrS9gvknsT6DrPRoZHVOQqZaxudQ0/LQly1RJpNNzWK1Ka3VjeNZrDJesPFHaMUcUsUXm8EYYIOZdSt4n2SAg89uuCR+IqHuo0ba64/+4rjCSup9QD+J6vOwMYXe7RHqf8Alyn9T/qr0cMz7NexaYDWljQ25g1hd03p+PK15mz1fFRSKMdLceyK7Vp5Zg/2EaVQY2SRZI5Z0Zo+o+HZXTmz+8e2cOP1djs3cuastQJLSzNK9FexsNmuaGURKsjmtHZimdRBKzuGrSP3cOESLa/t551jQHJ+HwzSp4zuI5fD18FHJhl/Ia5kzsKnL3Pn/fv/AJj956iZ4wFJ5Py+89TGdiQ5W52D/nD/AFP7XUbJCnBBH9eq7qP1txRW0TNpGMfVX8BTMxL95/E9LrYYV5/V/r0uh/lj2qdp9qcJEoIHHoenUcSH17etEaR/sr04CJwOFX5jolCvfFbo1x2otVYY/wBHDJEKP8T0D/PwW+hukKH/ACj+HRt2qs6Yx+2+Hv6whrPga24ODmyiz1/PE1VfeDMHjCt5F8Yble08j04PPHVkxe5vs8611PkM1uBoHF4ahjzUp46nToqJLtFoMnFOZWpQV4jOk96jMriGHtr49UXulRRMQurh7dhtiLDHb7sY/vFLHhGRkk1HCFh+kyflSudkijBA7Ryfp0TYztRgsXt/msaK2SzuJvLPqenPHPLWyETTCeIBJI+z7OPurzLz2sewoJAZGBC1frXYOptBqjTG2ly7DlM+mJaxCchlKUFl4fd5pZGpIrVZJPLPYjCSv4o1qGSI98iL1ujzvsu3NPJj7+GxsuVOgGqVrLV7lSGvmjXxKR+ZoIy8k8dqHOWGk7HSSO1XiMvACVx12JNRWNmSVArNwvG4FNvq45HqOB/EobqBTwk7FQ3lHr7fAf39lVpT7POSsYA5aGHGVq3uVW1FU97dGQ5azJcnLiPysnuzIsayF5lj8KF5GjLs2xOnPZxt4fSOLzOsIsbkY4s1V1FkoqeRnilkkNxcdbij7FPZEYqrtHwjOthAygrL22Xa/Wux9PbvC6U3Cr46SjPmaYzdQUrb327crWmmtiRB4lgOOSxXDRMLglYIoEMkrM6qag9kmvqK/irGDr2dGyZq9mack2JujJRVJMPPJWxzmOyruIbzwVzxZQSGLvMqoxkAB/DssSSQRXF2oDMQQ4bjDLwWQ5zvLYOcsFY8qMQ0rKWHltxn7ce3zqvZrH+yzZumLDZbH0KlmHUsXnmp5maWnIMixxcoTuCzFqXYiJ3IEYtJOZCoiahauwWjamscMNnNUSWJII0R7NYWYHjuQSMi2Y2kVWUSokU/APwPJIo4VV5Jels77KQwiYTWtK6+Kwmbzs9eSthPJnMzjGmoR4+OWVZYokmEVjKS8+QRo9aHuSUBYZedoJ5Kkiz127JFPII9CD1p0jQ5bG48wXNwwXdxKwZW3MT/AAg+ngAZGAF/mzMHkTS7LqMmP6wPcdx9341ozWHlxVx61lCHHz7vQ9RE0aBGIX6HqRyMz2X8sx7mJ9Sf49MpEj/ZXo1cDJ5FZbwRGVvIXC9gfamphXn9TpdbPHH+yOl1g21g8se1ZQqCTwqnj93y6dxiL09F/p1edq81oHEx2PzprQu7lOGkgE6+MN9qnZ3oe5kPCsGBUj0KlhIlNyElGXJTSVFRYWYlR6Hj/j0TiCgcUJ03WZLrUZrFoWUR4w5+i2fb5UUq3j/R0u8dv+KaHPH/AJe50/wVn+xmSPB7t7HX0yU/OTpDKVI6M8kEsbRK7JdqTeSNGVni7QsZkD+UWFCojCkYD7OGRPKf4nocfL5+C3/u6IO33tCagx1vXO5v9mt7K159YaR1dlbGMvLQp1JcfdlkSG2kNcpKtku6hn4YSqsreaQHuq16OK4tlhuF3RtgH1lDkkKoDAg5JPHPJwByRWbwk7q2oFFz+0yd8fVj/r91V2tuR7/fXcDCbMUsfR05evT5G5p6BqyVFyFeOvVAsCN1qzQvFLJWkbniU9wQsrs8tW3c0vqKtkdPYT2e8RftzVMO1S0kUNrIxR4w+8Xp5nFbiZrEcUjTSdiAL3mTyKOOn+N371bpzF3tL6l2e/L2Aw1HTcNqpqjz3psfFQsT2qcbSSpxDWlmutEIigBpstdWLMZ29wG5eVj1plNSpszqjM6eg0riql2vZspavrj6tmnkKtu5cai0MqFqMK90lbxmqBGP1RJ0u/qPSZUBeDhAoU+e3QMHUHEnPqcnnqCF5U4p3WSY5/y/lyP796qWK3b0fUGj5MttNgrc+nzm2yssUNOL8rveMhgZo3qvGvuvevjV0lQeNQFQenUjpHdzSen9SYnX1jZKC/icDhMZgbMEE8VaB8pFIsyW3nSqSJJxUlLI5eSRfMplePuTq6z7v53MaL0vlLeyBtS2dFS7d4XJY3LKbFhXxc2LhaSusTuQ07ZiZVKo079sayEUnMmGrvaum1dqLIawrbX56teyOap6lqump5yllaF2xddL3igjN1IVleGF1MTVYK1dQx8JZuJNJ0i8DpHb7hhkbFw3GXd2BxJwQzOfdfojAUAQ0831Yv8AkKHR3i2/i0riNPQbJ4GC3j84crZya+6y2LEEkMiy1B5qr/ZiSZni8nlEaxwqyysnkam641fp/WFSlFhtBY7T9qK7fvXDQEYglNho+yOJBGJI44xESEeWUBpX7BEhEYN2V32zlu1l702xGbqzWje0lUsi07WEyE02VY0LU0lVnuFostGtmu5WezLShnkkDswIl29zml9LzZHF6z07XNmObxyrZEsVmMqe14l+ao/z/vEPaV+/0NQtLDSw1/Z27NKpJAEzOSWyGOC5GBk9Rx26VEbF8l0xj45oYzqikghfwHTOYRjjgL8/X5dTOqLOJtZqzYxMPiqO7GJGYEhfpyQACf5D+A6hJGi/6vTK0pljDsMEjoe1ZJyNxFYfZfsr/Tpday0PJ9V6XWbNY94r2OSMufVeOB9f49Oo3jHHxL+PTFJk/aH49OEmjJB7h8j1bFNx1qYnAow1nX9G+6wK8Lqqhzwf+73Opyvldxdl9Ear2mv7d40z6oxcGV1Ibbi9NTxzoqUTLDDJxRlimsiUecCQSS1wyLwBJAU5Y/0ack3eP8UUPr/2FvqyYr2o6On9HR6dxe1GDyeUfAQ6ctZ7UF6zavS0/drVeaANXauPD2WlWFH72hSCFS8vhrmDrWrZNQiSGWMSJkNgnHKkFTnI6EZHxAPaljwlM6vqG0Z/aZPypVhzvtB7mZiLWGXu7X161ezRWjmpYcUBFiLM5yfiePyRMkHnOTsiRZxJJN3zhJI/Iviy1xulvLD+ecOtdknwhnwceFy5mo5arLi0t3LF2OV2lnLIZrM0jBZeUdYxGo7O9Xq0/tTZm3prXumW2/0lFV3Fx2Lx+YEbXyGegs4gtqHtNxOGmjbjnw814/svVu6f1Z7aGqNY4XXGByG3ukIaWua8da1XhN7xQFb2Tvmwgayxac3MtLOCzGJWijAiAUALUHg/SoXV4rFRgqc72BG3bgjDdRjj4D4kF2E82RhR9/y/rUjpe57QMe0OlZdL7UWsnpqpjbnuN+eBr1S2Ld7IYorDDz2Gw1jMPE0HDySeGqxTxKe+Vq7ybsaqz+NzGmvZ1u5Z6A1HqKqjULmRZq2RnycczkBPEaiSXljlIjHlakqvIAFSMfbee1juJt5gsVp2i8VrGYCjRr4vHS2Z1oizV1FHm0t2IA/bLKZEkrll8beJwAQVJasvvvqR8JhcXZxGn7FzD4fK4JsxLUc5K/TvVhWCWrHf3TCvCBHXB9Il+HhkAUdXXg3S7uZ5Z7RCWL87nGQ+7dkBu+5gew3HAr3mzgngY+fap7UO/WpjqmHPaj29wCZRUyTstpchCZqOW9+nkhZVsr9my5eZ45FAft8JDkd3fEaGzp3S9obA5fV9anaOazlT3muyGSF08iKIz5CzSDsABMjO7epdnYsxZ78b22N89byawt6Uw+nwomihgoSTyM0T2prC+aSaRzI6mcoCoRFRI0RERERa7tfqG1pzcfTecxuJmy1qlk680NCvz5bTrICIk4BPcxHA4B9T8j0b0jRdP06RbiGEI+3b1JwC24gZJABbnigfiY3Fzod3Hb+mUxOF5xhtpA9RIA575GKr2XFeHI2ooigRJnCgH5Dn5dRk7x8fNfn9/TrJXBZuzWGARpJWYrz8uSfTphJNGf8AOOtNzICzVphZhbornnAz88ViXi5/WXpda/Kp9e8dLrB5ornd8awSdC3PPp04WxGB8/6dM0nQfU/getomU8Ec8A+voeqo5dveq0kx3ozVZ0Psx5IhvlqrHj/0LR6Fq2Y/o39OifUmQezBkzyePzqx4+R/0Lf/AA6E5sKVI5PJH3HovLLjbz2pZ8HS4fUOf3mT8qVK45oLFpVl4aJA0si+dICyIpdlV3+EMQpC+hJJACsSFM9TxGmJxFHJq4K57hP2VgY6/wBtFGhLyPH3qRIzFkUkdnyIJZbx7HGJ05qb2jtI4XVeGo5fFTLkXs071dJoJRHj7Lr3rIO08MqsCfQEA/To27h+ypjF2v8ABtvi8ZPDqbcMX9PajtMsMMGmJMO1sNLO5aRYIe2XuL8sxr9wXudVZH1nx9Z6Jq66VdHaWRH3HG3DM4Oc912bsdSMkfRNPah3G5TXKwxOBbUcmCj1GZoZMilSjdijhWGeAztEZpGlnRYPhUOA7BeDyzIvxHbqPAafxeOGTxWqIb3fFjXMIaEyA2K7vKO1ZC3MbxFGHb8PeoZlJXv6O2k2Dn2oyOS1ZqXNbPaxxuX0flrmDvX3fK4SOapfx0cs0pMHPwixIgMYLdwdTwPnbJNpdBam15j9R/2Z6KnpNX0BYv3cZckqY2WS/kZIbMlGkoaKaGVYjC6z+Bk8LuI2ZizCLz/FSwglcxgyRL9dcAFsqpXDbcYJwRktkHCmp2u3Vq40rQ6Xtz0obedloCwayyv4GspXDOyzvIwCEFQBIqIsnIcKXDAjq27De5w7+aSrVb0dyGPPVo4rCIyLMosJ2uFcBgCByAQCOfXjog7n+zrSrbkaI2Q2pxbZTM6kx65T86LWSiFDKwukk3lrLGWSKCOJHZuS0jdoCBgFefzTmxGt9jN99tItYSUZ4c9lI3pWKgnQM0FxY5UaOxFFMpB7WDFOx1dWRmHPDPo3jDS9Umt0jmAeYFkQ43MoLerAJIBCsQDhsA5AIICp41Djw7f56CKT8prnzUM8QzV5QflO4Pp9efXqIlnQ/JvkR9P39GlNtdO5vaXXu5VqxbXJ4HM0KtZUIERScWe/vXt5J5iTjgj5nnn04CT2E4+Z/A9al1OK9lmjiPMbbT88BuPsYVts2P6HCSeqr+FL3iL7+l1q86/v/A9Lr3mD3qzzD7isFmHeD68cH6H93W5Z149OfX93TUTA+gVh/I9SundPZvVV5sfgaElqeGCW06LwOI40LMfX9wPp8yeAOSQOqkk9qrg3yuI4xlj0A60aNIY5dYez7ktL4zLYuHJDUNG2IbuQhqFokhsKxXzOobguo9PvHVVGy2rgvP5S0yQP/EdD/wCbobxWpkfxQtKpJ44XkevUjmKedw7LXykdqBpow6q/cOVI9Otwv4Mqj/SxwM9cUq22i6pp01xJYXSBJXMhDRliCQARkOvHHtVz0JrPU2w+6WP1VjKuHvZfCNII4ppTapyeaB425avIO8dkp9Ff5jg88FejJo/cf2i9H7faV2/0/ndFVqWkMy+axdn8tUTYQuk6yV3PvHZJA3vU5IZC3x8BgAAOWfeO7lmDsT6knnnrat+fj4Z5vu/WPQ290jSNUkMl/brIeOvP0d4H3CRx8mNH7n9atHGLS4RGA9RKEgnjoN4wOOmT25457CXePeVbNXt0JskMTRoX8XBgo7VaPGJWtzVZ5o/d0uqpBlpo/rz3GWXv7gQFbVd3N9aeXuZCjgtpalSZsL7pi6mQqV6OPTGXHuQJBFFbXgNYkldy5dj5GClBwAAtCbm6X0viHoZ3brGZ+w07yi1cltiRVPHCARTIvA4J9QTyx9eOALGd8duz/wBCOnv5z5D/AO10rTaFocTtEmkll9wy4PqDZALjB3DOcAnnPBNY/L8SH99i/wBJv/Srnp3O72aU0phtN4SxoOtb01mJcxgs4M1TOSxRlHEtaGQ2ew1pO5y8To4YueeeF7ZXAR5/P72aR1xnsHtXo/F4a9Xkmg01PjaNdUWVWeRwkzO54H1YgcfCByeRod8Nvg/d/Ydpwjt458+Q5/8AddT1fdPbXKxSw4TYSjYt1qqSyoWu8M5mCEBRc5C/axKpHcWf0C/F8OyBrSyuxfQ6WyyjPqDR59Ryfr9ySfmWPVmyL1XSde1Wzlsbi9j2SKVOImzgjHHrqawFuKb2X915kZih1Dh/XtP1F3jrl2WUMpC93PH7J6PWoN7Ic1oXK7a6M20oYnE5zKUGmamZ3uSScTGsFSWeTkkO5IUfPgdy8joUz6HzU9q2uMx58FKb3WZrFyurRSqk7N5PiAj5FSw/aT8KqvxN3KzxoonR7qe4TZ5sm4AkE42IvYkdQe9NAKwQR26tnaoGflVZ8qfXn8Ol1syE1NL9lceLIqiZxAJlBk8fJ7e7t9O7jjnj05+XS6Pb6q82tH1X+f8As631rdmq5etO8TFWQlGIJUjgj0+hHp0ul1ArmNirZBrESPG4kRiGU8g/v6mdRaozupJYGzWQlte6xLDCHYkIgHoo5+Q6XS6raNGmVyOQDg9xV4JqIDHpIT288/U/7el0utPerl61lyfv6wLEOf4D/f0ul141Lda97j1i80oQQiRhGzhivJ4LAHg8ff6n8T0ul1DVQxr0TzRI6xyuolUI4DHhlBB4P3jkA/yHWDWbCwyxieQJKgV1DHhgPkCPrxwOP4dLpdVHkVQ9YdLpdLqa4r//2Q==",09:33,image
7,18/11/2019,received,podesmandar uma sem feijao e sem arroz,09:38,text
8,18/11/2019,received,aqui na rádio cidade,09:38,text
9,18/11/2019,received,Loiraci é o meu nome,09:38,text
