,date,status,content,time,type
0,26/04/2019,ENGINE,As mensagens e chamadas dessa conversa estão protegidas com criptografia de ponta a ponta.,ENGINE,text
1,26/04/2019,viewed,desconhecido,18:26,unknown
2,26/04/2019,viewed,desconhecido,18:27,unknown
3,28/04/2019,viewed,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",23:52,image
4,30/04/2019,viewed,desconhecido,13:57,unknown
5,01/05/2019,received,Show,20:33,text
6,01/05/2019,viewed,Obrigada pela sua mensagem desejamos a todos um feliz dia do trabalhador apartir de amanhã atendimento normal,20:33,text
7,01/05/2019,viewed,Chamadas de vídeo perdidas às 22:17,ENGINE,text
8,01/05/2019,viewed,Chamadas de vídeo perdidas às 22:25,ENGINE,text
9,01/05/2019,viewed,Chamadas de vídeo perdidas às 22:41,ENGINE,text
10,02/05/2019,received,"Preciso do teu endereço e cep, sem erro",12:07,text
11,02/05/2019,viewed,Miguel Ferreira de Almeida n25 bairro vila nova cep:88210-000,12:25,text
12,02/05/2019,received,Manda teu cpf agora,13:16,text
13,02/05/2019,viewed,01098049020,13:16,text
14,02/05/2019,viewed,Rg 1097471328,13:17,text
15,02/05/2019,viewed,Chamada de voz perdida às 13:19,ENGINE,text
16,02/05/2019,viewed,Chamada de voz perdida às 13:21,ENGINE,text
17,02/05/2019,received,Preciso do teu telefone pro pessoal te ligar,13:20,text
18,02/05/2019,viewed,47 984768486,14:03,text
19,05/05/2019,viewed,desconhecido,17:32,unknown
20,06/05/2019,viewed,desconhecido,19:58,unknown
21,06/05/2019,viewed,Chamadas de vídeo perdidas às 22:16,ENGINE,text
22,07/05/2019,viewed,Pai bom dia,11:02,text
23,07/05/2019,viewed,Só pra te avisar que chegou o fogão,11:02,text
24,07/05/2019,viewed,Assim que eu me liberar das entregas te ligo,11:03,text
25,07/05/2019,viewed,Mas veio faltando a válvula de alta pressão e a mangueira industrial,11:08,text
26,07/05/2019,viewed,Mas já falei com eles ficaram de enviar ainda hoje por Sedex,11:08,text
27,07/05/2019,received,https://web.whatsapp.com/img/4742377b4ae743abd4f117e58c6c829b_w_741-64.png,13:27,image
28,07/05/2019,viewed,desconhecido,21:54,unknown
29,08/05/2019,viewed,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",20:47,image
30,10/05/2019,received,"Gui tem erro de português no teu anúncio de hoje, ""canoura "", ""souta "", beijo",10:15,text
31,10/05/2019,viewed,Não tá não,10:18,text
32,10/05/2019,viewed,Repara na fonte,10:19,text
33,10/05/2019,viewed,Parece mas não é,10:19,text
34,10/05/2019,received,Bah,10:19,text
