,date,status,content,time,type
0,03/12/2019,ENGINE,As mensagens e chamadas dessa conversa estão protegidas com criptografia de ponta a ponta.,ENGINE,text
1,03/12/2019,received,Bom dia,11:30,text
2,03/12/2019,viewed,Bom dia,11:30,text
3,03/12/2019,received,Qual o valor da marmita,11:30,text
4,03/12/2019,viewed,O valor é 10$,11:30,text
5,03/12/2019,received,Vcs entregam,11:31,text
6,03/12/2019,viewed,Sim,11:31,text
7,03/12/2019,viewed,Qual sua região?,11:31,text
8,03/12/2019,received,Qual o cardapio hoje,11:31,text
9,03/12/2019,viewed,blob:https://web.whatsapp.com/91a4ad97-0a7a-46df-a662-5fb4d4513219,11:32,image
10,03/12/2019,received,Vcs nao tem cardapio sem carboidrato,11:32,text
11,03/12/2019,viewed,Nessa linha nós temos os planos fit,11:32,text
12,03/12/2019,viewed,Mas as 12hs hoje só essa opção,11:33,text
13,03/12/2019,received,Me desculpa então não estamos comendo carboidrato fica pra próximas,11:34,text
14,03/12/2019,viewed,Vou te enviar nossos cardápios fit pra vc dar uma olhada,11:34,text
15,03/12/2019,received,Obrigada,11:35,text
16,03/12/2019,viewed,blob:https://web.whatsapp.com/a4062aff-5908-468a-9641-42f3af78fad6,11:35,image
17,03/12/2019,viewed,blob:https://web.whatsapp.com/b0a527ea-3fa0-43c6-80ba-c13a15d190a7,11:35,image
18,03/12/2019,viewed,blob:https://web.whatsapp.com/22a85f90-698c-4b85-ad29-cdc32ae70eb4,11:35,image
19,03/12/2019,viewed,blob:https://web.whatsapp.com/93206adb-6856-4d7b-8239-4657fe713a59,11:35,image
20,03/12/2019,viewed,blob:https://web.whatsapp.com/489679cf-e142-4a93-9dac-b92182169f58,11:35,image
21,03/12/2019,viewed,blob:https://web.whatsapp.com/94226c2e-6e39-4ecf-8459-caa6784b2897,11:35,image
22,03/12/2019,viewed,audio: blob:https://web.whatsapp.com/a7bffd1b-303a-4f5a-880e-23084d117271,11:45,audio
23,03/12/2019,viewed,audio: blob:https://web.whatsapp.com/81be2a85-246c-4eb0-b22a-b65627963647,11:45,audio
24,03/12/2019,viewed,audio: blob:https://web.whatsapp.com/a5b9b202-6f58-4a27-aeca-7af19fc4bfff,12:24,audio
25,03/12/2019,viewed,audio: blob:https://web.whatsapp.com/19ce285f-a558-4b65-bd19-e550b92d7760,12:28,audio
26,04/12/2019,viewed,blob:https://web.whatsapp.com/fa44174b-ffd7-4245-835d-03dd7b5c7e1a,10:35,image
27,06/12/2019,viewed,blob:https://web.whatsapp.com/7bc74692-5c20-40fe-acc4-20dab71a0a34,09:07,image
28,09/12/2019,viewed,blob:https://web.whatsapp.com/0c4e363d-572b-479a-8c26-50b7d3ec7e43,09:22,image
29,09/12/2019,viewed,audio: blob:https://web.whatsapp.com/43ea777c-bb5d-4654-805d-4375dd42e99c,12:53,audio
30,09/12/2019,viewed,Infelizmente hoje eu não vou ter,13:24,text
31,09/12/2019,viewed,As fit nós vendemos por planos fechados,13:24,text
32,09/12/2019,viewed,Mas combinando certinho podemos produzir uma ou duas unidades para vcs experimentarem,13:25,text
33,09/12/2019,received,Ta  bom obrigada,13:33,text
34,10/12/2019,viewed,blob:https://web.whatsapp.com/4d2e5131-fc62-414c-90f3-21aa86a91fa6,10:17,image
35,11/12/2019,viewed,blob:https://web.whatsapp.com/a8e599ae-d68e-455a-a80b-f41b52d2aed0,10:03,image
36,12/12/2019,viewed,blob:https://web.whatsapp.com/e0817437-c713-4a88-b859-9abb0632a606,10:35,image
37,13/12/2019,viewed,blob:https://web.whatsapp.com/2186a176-03b0-446e-bdf3-a940495df119,10:19,image
