,date,status,content,time,type
0,19/11/2019,ENGINE,As mensagens e chamadas dessa conversa estão protegidas com criptografia de ponta a ponta.,ENGINE,text
1,19/11/2019,received,"Bom dia
09:41",09:41,text
2,19/11/2019,viewed,"Bom dia
09:41",09:41,text
3,19/11/2019,received,"Queria pedir uma marmita pequena pra entregar no vila nova
09:42",09:42,text
4,19/11/2019,received,"Na rua da casa da dina
09:42",09:42,text
5,19/11/2019,received,"Somos vizinhas
09:42",09:42,text
6,19/11/2019,viewed,"Claro mandamos pra vc eu tenho entrega pra Dina dai já levamos a sua
09:43",09:43,text
7,19/11/2019,received,"Ok. Pode me passar o valor
09:43",09:43,text
8,19/11/2019,viewed,"10$
09:43",09:43,text
9,19/11/2019,received,https://web.whatsapp.com/img/4742377b4ae743abd4f117e58c6c829b_w_737-64.png,09:44,image
10,19/11/2019,viewed,"Obrigado
09:44",09:44,text
11,19/11/2019,viewed,blob:https://web.whatsapp.com/c00defbb-235d-4e04-95c1-767c7730ee11,09:44,image
12,19/11/2019,received,"Ok.
09:44",09:44,text
13,19/11/2019,received,"N.64
09:45",09:45,text
14,19/11/2019,viewed,"Ok
09:45",09:45,text
