,date,status,content,time,type
0,20/07/2019,ENGINE,As mensagens e chamadas dessa conversa estão protegidas com criptografia de ponta a ponta.,ENGINE,text
1,20/07/2019,viewed,"Bom dia
12:23",12:23,text
2,20/07/2019,viewed,"Vc fez um pedido de almoço pelo ifood?
12:23",12:23,text
3,20/07/2019,received,"Bom dia
12:23",12:23,text
4,20/07/2019,received,"Isso
12:23",12:23,text
5,20/07/2019,viewed,"Então só me confirma o endereço que levo aí pra vc
12:24",12:24,text
6,20/07/2019,received,"Rua 313b meia praia
12:24",12:24,text
7,20/07/2019,received,"N 38
12:24",12:24,text
8,20/07/2019,received,"Ap 1201
12:24",12:24,text
9,20/07/2019,viewed,"Tá to aqui no Koch
12:24",12:24,text
10,20/07/2019,viewed,"Precisa de troco?
12:24",12:24,text
11,20/07/2019,received,"Fechou
12:24",12:24,text
12,20/07/2019,received,"Foi pagamento pelo App
12:24",12:24,text
13,20/07/2019,viewed,"Ok
12:24",12:24,text
14,20/07/2019,viewed,"3 min to aí
12:25",12:25,text
15,20/07/2019,viewed,"Se quiser ir descendo
12:25",12:25,text
16,20/07/2019,received,"Ok
12:25",12:25,text
17,20/07/2019,viewed,"Então confundi tua rua
12:28",12:28,text
18,20/07/2019,viewed,"Ela fica no começo da meia Praia né? Pra quem vem de Porto Belo
12:28",12:28,text
19,20/07/2019,viewed,"Correto?
12:28",12:28,text
20,20/07/2019,received,"Isso mesmo
12:28",12:28,text
21,20/07/2019,viewed,"Tá blz
12:29",12:29,text
22,20/07/2019,viewed,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",12:29,image
23,20/07/2019,received,"Sem problemas
12:29",12:29,text
24,20/07/2019,viewed,"To saindo aqui da 244 já chego aí
12:29",12:29,text
25,20/07/2019,received,"Ok
12:29",12:29,text
26,20/07/2019,viewed,"Dai eu toco o interfone
12:29",12:29,text
27,20/07/2019,received,"Fechou
12:29",12:29,text
