,date,status,content,time,type
0,27/11/2019,ENGINE,As mensagens e chamadas dessa conversa estão protegidas com criptografia de ponta a ponta.,ENGINE,text
1,27/11/2019,viewed,desconhecido,09:10,unknown
2,27/11/2019,viewed,"Bom Dia ,informamos que os pedidos de hoje ja estão encerrados.Agradecemos muito a preferência e o sucesso de sempre!||#NaBike|#ComidaInteligente|09:10",09:10,automatic
3,27/11/2019,received,https://web.whatsapp.com/img/4742377b4ae743abd4f117e58c6c829b_w_1897-40.png,09:10,image
4,27/11/2019,viewed,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",09:11,image
5,27/11/2019,received,vocês aceitam cartão de debito ?,09:12,text
6,27/11/2019,viewed,Me explica certinho agora que to com um tempinho ainda onde fica seu endereço,09:12,text
7,27/11/2019,viewed,Aceitamos sim,09:12,text
8,27/11/2019,viewed,https://maps.googleapis.com/maps/api/staticmap?zoom=15&size=270x200&scale=1&language=pt-BR&client=gme-whatsappinc&markers=color%3Ared%7C-27.11788558959961%2C+-48.61089324951172&signature=uu4KJRvSq3aHIg2ben96ieWLw9U=,09:12,image
9,27/11/2019,received,caso não der de entregar,09:12,text
10,27/11/2019,received,não tem problema,09:12,text
11,27/11/2019,viewed,audio: blob:https://web.whatsapp.com/b387e928-f300-4456-9aa5-0e6f05eeabbe,09:13,audio
12,27/11/2019,received,qual é o valor mesmo ?,09:15,text
13,27/11/2019,received,kkkk,09:15,text
14,27/11/2019,received,eu aguardo,09:15,text
15,27/11/2019,received,"caso não dê não tem problema, porque eu moro pertinho de vocês",09:15,text
16,27/11/2019,viewed,10$,09:16,text
17,27/11/2019,viewed,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",09:17,image
18,27/11/2019,viewed,Vc é de Porto Belo?,09:19,text
19,27/11/2019,received,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",09:21,image
20,27/11/2019,received,desconhecido,09:21,unknown
21,27/11/2019,viewed,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",09:23,image
22,27/11/2019,viewed,Oi Paola,11:06,text
23,27/11/2019,viewed,Infelizmente não vamos conseguir te atender hoje mesmo,11:06,text
24,27/11/2019,received,"ah que pena, mas tudo bem então",11:06,text
25,27/11/2019,viewed,"Bom Dia ,informamos que os pedidos de hoje ja estão encerrados.Agradecemos muito a preferência e o sucesso de sempre!||#NaBike|#ComidaInteligente|11:06",11:06,automatic
26,27/11/2019,viewed,Bombou aqui e a rota tá fechada,11:06,text
27,27/11/2019,viewed,Espero que compreenda,11:06,text
28,27/11/2019,viewed,Numa próxima quem sabe da certo,11:07,text
29,27/11/2019,viewed,https://web.whatsapp.com/img/4742377b4ae743abd4f117e58c6c829b_w_1681-40.png,11:07,image
30,28/11/2019,viewed,blob:https://web.whatsapp.com/673af63f-d192-44a6-934c-d4158fdd2da2,10:35,image
31,29/11/2019,viewed,blob:https://web.whatsapp.com/974e1947-af80-459f-98ad-0f870aebfbcb,10:36,image
32,02/12/2019,viewed,blob:https://web.whatsapp.com/8fd2f5f0-0e43-45a8-ace7-330ef98d0cb6,10:18,image
33,03/12/2019,viewed,blob:https://web.whatsapp.com/11ff3350-3fd3-4133-b13c-77d7a9fccb0a,10:18,image
34,04/12/2019,viewed,blob:https://web.whatsapp.com/aa90ff11-590b-4ca5-85be-448478dbe7fc,10:29,image
35,05/12/2019,viewed,blob:https://web.whatsapp.com/9fb1c1fc-cdf3-4767-96b1-145b6c668095,10:33,image
36,06/12/2019,viewed,blob:https://web.whatsapp.com/0cede27d-c7d8-4725-b807-5a07a730b913,10:39,image
37,09/12/2019,viewed,blob:https://web.whatsapp.com/1cb26654-0871-419e-9189-6aa69c0031cc,10:34,image
