,date,status,content,time,type
0,10/12/2019,ENGINE,As mensagens e chamadas dessa conversa estão protegidas com criptografia de ponta a ponta.,ENGINE,text
1,10/12/2019,received,"Oi
21:46",21:46,text
2,10/12/2019,received,"Du
21:46",21:46,text
3,10/12/2019,received,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",21:46,image
4,10/12/2019,viewed,"Oiee
21:47",21:47,text
5,10/12/2019,received,"Oiê amore
21:47",21:47,text
6,10/12/2019,viewed,"Tem simm
21:49",21:49,text
7,10/12/2019,received,"Qual amor
21:49",21:49,text
8,10/12/2019,viewed,blob:https://web.whatsapp.com/2a916d66-a11e-4306-8759-4e947ea26c8c,21:50,image
9,10/12/2019,received,"Quero essa do Hot e mais Um sunomono vou aí e pago logo meu débito
21:51",21:51,text
10,10/12/2019,viewed,"Perfeito
21:52",21:52,text
11,11/12/2019,received,"Amore
22:00",22:00,text
12,11/12/2019,received,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",22:00,image
13,11/12/2019,received,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",22:00,image
14,11/12/2019,viewed,"Hoje tem 20% de desconto nos combos
22:01",22:01,text
15,11/12/2019,viewed,"e quinta tem chopp em dobro
22:01",22:01,text
16,11/12/2019,received,"Ah sim é na Quinta
22:01",22:01,text
17,11/12/2019,received,"Blz
22:01",22:01,text
18,11/12/2019,received,"Hj e 20%
22:01",22:01,text
19,11/12/2019,viewed,"sim sim
22:07",22:07,text
20,16/12/2019,received,"Boaaa
23:24",23:24,text
21,16/12/2019,viewed,"Olaa
23:27",23:27,text
22,16/12/2019,received,"Amanhã vou comer hj tá Tarde Já
23:31",23:31,text
23,16/12/2019,received,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",23:31,image
24,16/12/2019,viewed,"Amanha tem simm
23:34",23:34,text
25,16/12/2019,viewed,"ahah é a gente finalizou agora
23:35",23:35,text
26,17/12/2019,received,"Oie
21:49",21:49,text
27,17/12/2019,viewed,"Oiee
21:50",21:50,text
28,17/12/2019,received,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",21:50,image
29,17/12/2019,viewed,"Não Ingrid, hoje cardapio padrao
21:50",21:50,text
30,17/12/2019,received,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",21:50,image
31,17/12/2019,viewed,"Não
21:53",21:53,text
32,17/12/2019,viewed,"vou fazer promoções variadas dai, não vai ter mais essas fixas
21:53",21:53,text
33,17/12/2019,viewed,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",21:53,image
34,17/12/2019,viewed,"Bastante coisa nova
21:53",21:53,text
35,17/12/2019,received,"Há sim
21:53",21:53,text
36,19/12/2019,viewed,blob:https://web.whatsapp.com/148ec882-15a0-4f81-8e3c-2623346b2719,19:53,image
37,19/12/2019,viewed,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",20:21,image
