,date,status,content,time,type
0,12/12/2019,ENGINE,As mensagens e chamadas dessa conversa estão protegidas com criptografia de ponta a ponta.,ENGINE,text
1,12/12/2019,received,"Oiii
22:28",22:28,text
2,12/12/2019,received,"estão fazendo pedido hoje?
22:28",22:28,text
3,12/12/2019,received,"ainda, desculpa
22:28",22:28,text
4,12/12/2019,viewed,blob:https://web.whatsapp.com/c96b74b1-004a-44ec-8efc-696b088f3ad0,22:29,image
5,12/12/2019,viewed,"Smmm
22:37",22:37,text
6,12/12/2019,viewed,"consigo fazer ela hoje
22:37",22:37,text
7,12/12/2019,received,"não vou realizar o pedido
22:47",22:47,text
8,12/12/2019,received,"vou na casa amanhã, muito obrigada tá
22:47",22:47,text
9,12/12/2019,viewed,"Legal, fico no aguardo, obrigadoo
22:48",22:48,text
10,12/12/2019,viewed,"boa noite
22:48",22:48,text
11,15/12/2019,received,"Oiii
19:12",19:12,text
12,15/12/2019,received,"boa noite
19:12",19:12,text
13,15/12/2019,received,"tem alguma promoção hoje?
19:12",19:12,text
14,15/12/2019,viewed,blob:https://web.whatsapp.com/5bb40292-1739-4071-a25d-1e4a75a7f97c,19:12,image
15,15/12/2019,viewed,"Oii
19:12",19:12,text
16,15/12/2019,viewed,"boa noite
19:12",19:12,text
17,15/12/2019,viewed,"consigo fazer essa sim
19:13",19:13,text
18,15/12/2019,viewed,"e tambem tem 20% de desconto nos combos da casa
19:13",19:13,text
19,15/12/2019,received,"gostaria de realizar um pedido
19:21",19:21,text
20,15/12/2019,viewed,"Daan
ou consegue fazer essa promoção?
dois combos desse
19:21",19:21,text
21,15/12/2019,viewed,"Do uramaki e do hot
19:26",19:26,text
22,15/12/2019,viewed,"ok
19:26",19:26,text
23,15/12/2019,received,"isso
19:26",19:26,text
24,15/12/2019,viewed,"perfeito
19:26",19:26,text
25,15/12/2019,viewed,"confirma endereço de entrega fazendo um favor
19:26",19:26,text
26,15/12/2019,received,"Rua Neusa Silva Migliorini, 350
19:27",19:27,text
27,15/12/2019,received,"rua ao lado da conveniência marius, casa de esquina de frente com o edifício marinas
19:27",19:27,text
28,15/12/2019,viewed,"Ficou em R$ 49,80
19:27",19:27,text
29,15/12/2019,viewed,"cartao ou mandar troco
19:27",19:27,text
30,15/12/2019,received,"um no débito
19:28",19:28,text
31,15/12/2019,received,"e outro troco para 50
19:28",19:28,text
32,15/12/2019,received,"tudo bem?
19:28",19:28,text
33,15/12/2019,viewed,"feitoo
19:29",19:29,text
34,15/12/2019,received,"pode avisar quando sair para entrega?
20:08",20:08,text
35,15/12/2019,viewed,"Simm
20:09",20:09,text
36,15/12/2019,viewed,"ja esta quase indo
20:09",20:09,text
37,15/12/2019,received,"a fechou
20:09",20:09,text
38,15/12/2019,received,"só pra saber
20:09",20:09,text
39,16/12/2019,received,"oii, boa noite
19:57",19:57,text
40,16/12/2019,received,"qual a promoção de hoje?
19:58",19:58,text
41,16/12/2019,viewed,"Olá boa noite
19:59",19:59,text
42,16/12/2019,viewed,"hoje temos o rodízio na casa
19:59",19:59,text
43,16/12/2019,received,"ah beleza
19:59",19:59,text
44,16/12/2019,viewed,"Daan
ou consegue fazer essa promoção?
consigo pedir este combo hoje também? ahahahahaha
20:00",20:00,text
45,16/12/2019,viewed,"Consegue sim ahaha
20:01",20:01,text
46,16/12/2019,received,"beleza, ai seriam 4
20:02",20:02,text
47,16/12/2019,viewed,"Feito, 4 porções dele
20:02",20:02,text
48,16/12/2019,viewed,"Fica R$ 99,60
20:02",20:02,text
49,16/12/2019,received,"pra 100,00 só
20:06",20:06,text
50,16/12/2019,viewed,"ook
20:08",20:08,text
51,16/12/2019,received,"consegue mandar cartão fidelidade?
20:11",20:11,text
52,16/12/2019,received,"ahahahahahaha
20:11",20:11,text
53,16/12/2019,viewed,"Consigo simm
20:11",20:11,text
54,16/12/2019,viewed,"voce ja tem algum ai?
20:11",20:11,text
55,16/12/2019,received,"não tenho, perdi :(
20:11",20:11,text
56,16/12/2019,viewed,"to mandando um quase completo ja, voce sempre faz pedido
20:12",20:12,text
57,16/12/2019,viewed,https://web.whatsapp.com/img/4742377b4ae743abd4f117e58c6c829b_w_1532-40.png,20:12,image
58,16/12/2019,received,"ahahaha, fechou
20:14",20:14,text
59,16/12/2019,received,"muito obrigada!!!
20:14",20:14,text
60,16/12/2019,viewed,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",20:14,image
61,16/12/2019,received,"o Sushi é ótimo!!
20:15",20:15,text
62,16/12/2019,received,"agora já é cliente e recomendo
20:15",20:15,text
63,16/12/2019,viewed,https://web.whatsapp.com/img/4742377b4ae743abd4f117e58c6c829b_w_2060-40.png,20:15,image
64,16/12/2019,viewed,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",20:15,image
65,16/12/2019,viewed,"Ele esta ai com seu pedido
20:54",20:54,text
66,19/12/2019,viewed,blob:https://web.whatsapp.com/148ec882-15a0-4f81-8e3c-2623346b2719,19:55,image
67,19/12/2019,viewed,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",20:17,image
