,date,status,content,time,type
0,19/12/2019,ENGINE,As mensagens e chamadas dessa conversa estão protegidas com criptografia de ponta a ponta.,ENGINE,text
1,19/12/2019,received,"Boa noite
20:38",20:38,text
2,19/12/2019,received,"Alguma promoção hj?
20:38",20:38,text
3,19/12/2019,viewed,"Ola, boa noite
20:38",20:38,text
4,19/12/2019,viewed,"simm
20:38",20:38,text
5,19/12/2019,viewed,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",20:38,image
6,19/12/2019,viewed,blob:https://web.whatsapp.com/883d6887-5f93-4311-b23c-db4d9fcacf65,20:38,image
7,19/12/2019,received,"A de 21 pçs não é hj
20:38",20:38,text
8,19/12/2019,viewed,"Hoje os combos da casa padrão
20:39",20:39,text
9,19/12/2019,viewed,"sem desconto
20:39",20:39,text
10,19/12/2019,received,"Blz
20:39",20:39,text
11,19/12/2019,received,"Então quero o de 21 pçs
20:39",20:39,text
12,19/12/2019,received,"Pode ser?
20:45",20:45,text
13,19/12/2019,viewed,"pedido lançado ja
20:45",20:45,text
14,19/12/2019,viewed,"confirma pra mim o endereço de entrega
20:45",20:45,text
15,19/12/2019,received,"Rua João Manoel Jaques, número 883, edifício La Prima, Apto 103
20:45",20:45,text
16,19/12/2019,received,"No cartão tá
20:45",20:45,text
17,19/12/2019,viewed,"perfeito
20:46",20:46,text
