,date,status,content,time,type
0,13/12/2019,ENGINE,As mensagens e chamadas dessa conversa estão protegidas com criptografia de ponta a ponta.,ENGINE,text
1,13/12/2019,viewed,"Oii
20:43",20:43,text
2,13/12/2019,viewed,blob:https://web.whatsapp.com/6ecae91e-9719-4f3c-9ee5-fa9d68f814e6,20:43,image
3,13/12/2019,viewed,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",20:43,image
4,13/12/2019,viewed,blob:https://web.whatsapp.com/883d6887-5f93-4311-b23c-db4d9fcacf65,20:43,image
5,13/12/2019,received,"Boa noite
20:50",20:50,text
6,13/12/2019,received,"Tem foto do uramaki ebi 33 e do spice tuna
20:54",20:54,text
7,13/12/2019,received,"?
20:54",20:54,text
8,13/12/2019,viewed,"Tenho só do uramaki ebi 33
20:54",20:54,text
9,13/12/2019,received,"E o que seria esse segundo?
20:55",20:55,text
10,13/12/2019,viewed,blob:https://web.whatsapp.com/ab7f3e26-b1bc-413f-ad49-ae636a04d3af,20:55,image
11,13/12/2019,viewed,"o spice tuna é atum com abacate e pimenta
20:55",20:55,text
12,13/12/2019,received,"Ah beleza
20:55",20:55,text
13,13/12/2019,received,"Vcx fazem  temaki sem arroz?
20:56",20:56,text
14,13/12/2019,viewed,"fazemos sim
20:57",20:57,text
15,13/12/2019,viewed,"qualquer sabor, fica R$ 5,00 a mais
20:57",20:57,text
16,13/12/2019,received,"Vou querer uma porção de uramaki ebi 33 e um temaki Phila sem arroz então
20:58",20:58,text
17,13/12/2019,received,"É um hot phila tb
20:59",20:59,text
18,13/12/2019,viewed,"feito
20:59",20:59,text
19,13/12/2019,viewed,"algo a mais?
20:59",20:59,text
20,13/12/2019,received,"Quanto tempo?
20:59",20:59,text
21,13/12/2019,received,"Você
algo a mais?
Só isso
20:59",20:59,text
22,13/12/2019,viewed,"entre 25 minutos ta entregue
20:59",20:59,text
23,13/12/2019,received,"Não precisa de assabi
21:00",21:00,text
24,13/12/2019,received,"Apenas gengibre
21:00",21:00,text
25,13/12/2019,received,"Se quiseres me dar um ok a hr q estiver pronto, estamos no apto acima de vcx
21:01",21:01,text
26,13/12/2019,received,"Puderes*
21:01",21:01,text
27,13/12/2019,viewed,"Claro eu aviso assim que ficar pronto
21:01",21:01,text
28,13/12/2019,viewed,"Esta pronto o seu
21:25",21:25,text
29,13/12/2019,viewed,https://web.whatsapp.com/img/4742377b4ae743abd4f117e58c6c829b_w_2409-64.png,21:25,image
30,13/12/2019,received,"Obrigada. Já estamos descendo
21:25",21:25,text
31,13/12/2019,received,"Qual o valor q deu?
21:26",21:26,text
32,13/12/2019,viewed,"76,70
21:27",21:27,text
33,13/12/2019,received,"Muito obrigada! Está sensacional!
21:39",21:39,text
34,13/12/2019,viewed,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",21:40,image
35,13/12/2019,viewed,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",21:40,image
36,18/12/2019,received,"Olá
19:22",19:22,text
37,18/12/2019,received,"Boa noite
19:22",19:22,text
38,18/12/2019,received,"Já estão abertos
19:22",19:22,text
39,18/12/2019,received,"?
19:23",19:23,text
40,18/12/2019,viewed,"Ola, boa noite
19:23",19:23,text
41,18/12/2019,viewed,"ja estamos sim
19:23",19:23,text
42,18/12/2019,received,"Legal
19:23",19:23,text
43,18/12/2019,received,"Quero 2 porções de uramaki eby e 1 hot eby
19:24",19:24,text
44,18/12/2019,received,"Pra retirar
19:24",19:24,text
45,18/12/2019,received,"Quentão tempo ?
19:24",19:24,text
46,18/12/2019,viewed,"seria o ura e hot eby 33?
19:29",19:29,text
47,18/12/2019,received,"Sim
19:31",19:31,text
48,18/12/2019,viewed,"ok
19:32",19:32,text
49,18/12/2019,viewed,"30 min no maximo esta pronto
19:32",19:32,text
50,18/12/2019,received,"Ok. Se puder me dar um tok quando ficar pronto agradeço
19:35",19:35,text
51,18/12/2019,viewed,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",19:35,image
52,18/12/2019,viewed,audio: blob:https://web.whatsapp.com/203f0f4b-c501-4b99-924c-9348c8c59da8,19:37,audio
53,18/12/2019,viewed,audio: blob:https://web.whatsapp.com/ee9699f1-66f2-4963-8fcb-e0f0d176e9d3,19:41,audio
54,18/12/2019,received,"Obrigada
19:45",19:45,text
55,18/12/2019,received,"Oi, qual o valor q deu?
20:17",20:17,text
56,18/12/2019,viewed,"Esta pronto
20:19",20:19,text
57,18/12/2019,viewed,"ficou em R$ 89,70
20:19",20:19,text
58,18/12/2019,received,"Ok. Estamos descendo
20:20",20:20,text
59,19/12/2019,viewed,blob:https://web.whatsapp.com/148ec882-15a0-4f81-8e3c-2623346b2719,19:51,image
60,19/12/2019,viewed,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",20:23,image
