,date,status,content,time,type
0,14/12/2019,ENGINE,As mensagens e chamadas dessa conversa estão protegidas com criptografia de ponta a ponta.,ENGINE,text
1,14/12/2019,received,"Boa tarde
13:52",13:52,text
2,14/12/2019,received,"Quando tá o rodízio de vcs hj?
13:53",13:53,text
3,14/12/2019,viewed,"Ola, boa tarde tudo bem
17:34",17:34,text
4,14/12/2019,viewed,"Hoje não temos rodizio
17:34",17:34,text
5,14/12/2019,viewed,blob:https://web.whatsapp.com/6ecae91e-9719-4f3c-9ee5-fa9d68f814e6,17:34,image
6,14/12/2019,viewed,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",17:35,image
7,14/12/2019,viewed,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",17:35,image
8,14/12/2019,received,"Tbom, obgg
18:10",18:10,text
9,19/12/2019,viewed,blob:https://web.whatsapp.com/148ec882-15a0-4f81-8e3c-2623346b2719,19:59,image
10,19/12/2019,viewed,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",20:14,image
