,date,status,content,time,type
0,17/12/2019,ENGINE,As mensagens e chamadas dessa conversa estão protegidas com criptografia de ponta a ponta.,ENGINE,text
1,17/12/2019,received,"Olá boa noite!
19:39",19:39,text
2,17/12/2019,viewed,"Olá boa noite
19:40",19:40,text
3,17/12/2019,received,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",19:40,image
4,17/12/2019,viewed,blob:https://web.whatsapp.com/6ecae91e-9719-4f3c-9ee5-fa9d68f814e6,19:40,image
5,17/12/2019,viewed,"ok
19:40",19:40,text
6,17/12/2019,viewed,"show!
19:40",19:40,text
7,17/12/2019,viewed,"para vir buscar auqi?
19:40",19:40,text
8,17/12/2019,viewed,"aqui*
19:40",19:40,text
9,17/12/2019,received,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",19:40,image
10,17/12/2019,received,"Você
para vir buscar auqi?
Pra entrega
19:41",19:41,text
11,17/12/2019,received,"Hoje é outro endereço mas bem perto na nossa casa
19:41",19:41,text
12,17/12/2019,received,"Rua José Manoel Serpa, 728.
É a rua do Colégio Tiradentes
19:42",19:42,text
13,17/12/2019,received,"Qto tempo +- e qual valor?
19:42",19:42,text
14,17/12/2019,viewed,"é aqui em porto belo?
19:42",19:42,text
15,17/12/2019,viewed,"certo?
19:42",19:42,text
16,17/12/2019,received,"Sim Porto Belo, Centro
19:43",19:43,text
17,17/12/2019,viewed,"fica 99.90
19:43",19:43,text
18,17/12/2019,received,https://web.whatsapp.com/img/4742377b4ae743abd4f117e58c6c829b_w_741-64.png,19:45,image
19,17/12/2019,viewed,"qual a forma de pagamento?
19:48",19:48,text
20,17/12/2019,received,"Dinheiro
19:50",19:50,text
21,17/12/2019,viewed,"Perfeito
19:51",19:51,text
22,17/12/2019,viewed,"+55 47 9125-5646
Lívia Martins
Qto tempo +- e qual valor?
Entre 35 a 45 min
19:51",19:51,text
23,17/12/2019,viewed,https://web.whatsapp.com/img/4742377b4ae743abd4f117e58c6c829b_w_1532-64.png,19:51,image
24,17/12/2019,received,"Ok obrigada!
19:52",19:52,text
25,17/12/2019,viewed,"Rua José Manoel Serpa, 728.
É a rua do Colégio Tiradentes
20:30",20:30,text
26,17/12/2019,viewed,"o endereço esta certo?
20:30",20:30,text
27,17/12/2019,received,"Sim
20:32",20:32,text
28,17/12/2019,received,"Rua José Manoel Serpa, n 728
20:32",20:32,text
29,17/12/2019,viewed,"o boy esta ai
20:32",20:32,text
30,17/12/2019,viewed,":D
20:32",20:32,text
31,17/12/2019,received,"Ok
20:32",20:32,text
32,19/12/2019,viewed,blob:https://web.whatsapp.com/148ec882-15a0-4f81-8e3c-2623346b2719,19:53,image
33,19/12/2019,viewed,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",20:19,image
