,date,status,content,time,type
0,17/12/2019,ENGINE,As mensagens e chamadas dessa conversa estão protegidas com criptografia de ponta a ponta.,ENGINE,text
1,17/12/2019,received,"Boa noite
22:40",22:40,text
2,17/12/2019,received,"Está aberto hoje
22:40",22:40,text
3,17/12/2019,viewed,"Ola, boa noite
22:40",22:40,text
4,17/12/2019,viewed,"estamos sim
22:40",22:40,text
5,17/12/2019,received,"Me envia p cardápio
22:41",22:41,text
6,17/12/2019,received,"Passam cartão
22:41",22:41,text
7,17/12/2019,viewed,blob:https://web.whatsapp.com/6ecae91e-9719-4f3c-9ee5-fa9d68f814e6,22:41,image
8,17/12/2019,viewed,"passamos simm
22:42",22:42,text
9,17/12/2019,received,"Temaki phila
8 uramaki phila
5 sashimi salmão
22:44",22:44,text
10,17/12/2019,received,"Me passa o total
22:44",22:44,text
11,17/12/2019,received,"Pra entregar
22:44",22:44,text
12,17/12/2019,viewed,"R$ 32,25
22:47",22:47,text
13,17/12/2019,viewed,"qual endereço?
22:47",22:47,text
14,17/12/2019,received,"João jordelino da Silva
22:48",22:48,text
15,17/12/2019,received,"Próximo a rótula do kock
22:48",22:48,text
16,17/12/2019,received,"Rua de trás do Dj bikes
22:49",22:49,text
17,17/12/2019,viewed,"perfeito, tem numero?
22:49",22:49,text
18,17/12/2019,viewed,"ou consegue me confirmar com localização fazendo um favor
22:49",22:49,text
19,17/12/2019,received,"Então, o edifício não tem número aqui mas é um prédio verde
22:50",22:50,text
20,17/12/2019,viewed,"Eu sei onde é, aviso o motoboy
22:51",22:51,text
21,17/12/2019,viewed,https://maps.googleapis.com/maps/api/staticmap?zoom=15&size=270x200&scale=1&language=pt-BR&client=gme-whatsappinc&markers=color%3Ared%7C-27.1621924%2C+-48.578314&signature=k9P3BTFA48EZ5AwyLuEtby2yGl4=,22:51,image
22,17/12/2019,received,"Tá bom
22:51",22:51,text
23,17/12/2019,viewed,"perfeito
22:51",22:51,text
24,17/12/2019,viewed,"qual ap?
22:52",22:52,text
25,17/12/2019,received,"O primeiro aqui entrando no portão a direita
22:52",22:52,text
26,17/12/2019,received,"Se quiser passear meu contato pro motoboy pra poder me ligar
22:52",22:52,text
27,17/12/2019,viewed,"Feito, eu falo pra ele buzinar quando chegar
22:53",22:53,text
28,17/12/2019,received,"Tá bom
22:53",22:53,text
29,17/12/2019,received,"Cartão tá
22:53",22:53,text
30,17/12/2019,received,"Acrescenta dois sashimi
22:54",22:54,text
31,17/12/2019,viewed,"2 porção?
22:54",22:54,text
32,17/12/2019,received,"Dúas fatias
22:54",22:54,text
33,17/12/2019,viewed,"cada porção vai 8und e ta R$ 24,90
22:54",22:54,text
34,17/12/2019,viewed,"nao faço por pçs
22:54",22:54,text
35,17/12/2019,viewed,"posso lançar meia porção igual fiz ali no seu pedido
22:54",22:54,text
36,17/12/2019,viewed,"que dai fica metade do preço e vai metade das peças
22:54",22:54,text
37,17/12/2019,received,"Ata quanto fica
22:55",22:55,text
38,17/12/2019,viewed,"44,80 se for mais meia porção
22:55",22:55,text
39,17/12/2019,received,"Se for no caso 8 sashimi em vez de cinco?
22:56",22:56,text
40,17/12/2019,viewed,"isso mesmo
22:57",22:57,text
41,17/12/2019,received,"Tá bom
22:57",22:57,text
42,17/12/2019,received,"Pode ser
22:57",22:57,text
43,17/12/2019,received,"Quantos minutos
22:58",22:58,text
44,17/12/2019,viewed,"Entre 20 a 30 min
23:01",23:01,text
45,17/12/2019,received,"Tá bom
23:01",23:01,text
46,17/12/2019,viewed,audio: blob:https://web.whatsapp.com/427679f3-3cc1-4169-9201-ff2fe2ef55e8,23:46,audio
47,19/12/2019,viewed,blob:https://web.whatsapp.com/148ec882-15a0-4f81-8e3c-2623346b2719,19:52,image
48,19/12/2019,viewed,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",20:22,image
