,date,status,content,time,type
0,17/12/2019,ENGINE,As mensagens e chamadas dessa conversa estão protegidas com criptografia de ponta a ponta.,ENGINE,text
1,17/12/2019,received,"Boa noite
21:15",21:15,text
2,17/12/2019,received,"Vcs entregam aqui na Atílio fontana
21:16",21:16,text
3,17/12/2019,received,"?
21:16",21:16,text
4,17/12/2019,viewed,"Ola, boa noite
21:16",21:16,text
5,17/12/2019,viewed,"tudo be,m
21:16",21:16,text
6,17/12/2019,viewed,"entregamos simm
21:16",21:16,text
7,17/12/2019,viewed,blob:https://web.whatsapp.com/6ecae91e-9719-4f3c-9ee5-fa9d68f814e6,21:16,image
8,17/12/2019,received,"Pillar do mar
21:16",21:16,text
9,17/12/2019,received,"Combinados 1  e 2
21:17",21:17,text
10,17/12/2019,viewed,"combo 21pçs e 37pçs
21:17",21:17,text
11,17/12/2019,viewed,"legal, algo a mais?
21:17",21:17,text
12,17/12/2019,received,"Por hora isso.
Não esquece de pepino e gengibre. Ok?
21:18",21:18,text
13,17/12/2019,received,"Fica?
21:18",21:18,text
14,17/12/2019,viewed,"pode deixar, mando tudo
21:18",21:18,text
15,17/12/2019,viewed,"fica e R$ 118,80
21:18",21:18,text
16,17/12/2019,viewed,"troco ou cartao
21:18",21:18,text
17,17/12/2019,received,"Ok
21:18",21:18,text
18,17/12/2019,received,"Dinheiro trocado ja
21:18",21:18,text
19,17/12/2019,received,"Me dá um tok
21:19",21:19,text
20,17/12/2019,received,"Que desço pra pegar
21:19",21:19,text
21,17/12/2019,received,"Ok?
21:19",21:19,text
22,17/12/2019,viewed,"Perfeitoo
21:22",21:22,text
23,17/12/2019,viewed,"Esta pronto
21:49",21:49,text
24,17/12/2019,received,"Tô descendo
21:49",21:49,text
25,17/12/2019,viewed,"obrigadoo
21:50",21:50,text
26,17/12/2019,received,"Que que deu?
22:06",22:06,text
27,17/12/2019,received,"Se perderam?
22:07",22:07,text
28,17/12/2019,viewed,"118,80
22:07",22:07,text
29,17/12/2019,received,"Sim
22:07",22:07,text
30,17/12/2019,viewed,"Pensei que iria vim pegar aqui, qual predio é?
22:07",22:07,text
31,17/12/2019,received,"Estou esperando
22:07",22:07,text
32,17/12/2019,received,"Pilar do mar
22:07",22:07,text
33,17/12/2019,viewed,"ok
22:07",22:07,text
34,17/12/2019,viewed,"precisa de troco ou tem certinho ai?
22:09",22:09,text
35,17/12/2019,received,"Tem certo?
22:09",22:09,text
36,17/12/2019,viewed,"?
22:10",22:10,text
37,17/12/2019,received,"Estou descendo
22:12",22:12,text
38,17/12/2019,received,"De novo
22:12",22:12,text
39,17/12/2019,viewed,"Motoboy esta saindo
22:14",22:14,text
40,17/12/2019,received,"Blz
22:14",22:14,text
41,17/12/2019,viewed,"Obrigadooo
22:15",22:15,text
42,17/12/2019,received,https://web.whatsapp.com/img/4742377b4ae743abd4f117e58c6c829b_w_748-64.png,22:30,image
43,19/12/2019,viewed,blob:https://web.whatsapp.com/148ec882-15a0-4f81-8e3c-2623346b2719,19:52,image
44,19/12/2019,viewed,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",20:21,image
